id	name	name_en	name_zh-CN	name_zh-TW
430008	調合を240回しよう	Synthesize 240 time(s)	进行240次调合吧	進行240次調合
430009	調合を270回しよう	Synthesize 270 time(s)	进行270次调合吧	進行270次調合
430010	調合を300回しよう	Synthesize 300 time(s)	进行300次调合吧	進行300次調合
490001	調合を30回しよう	Synthesize 30 time(s)	进行30次调合吧	進行30次調合
490002	調合を60回しよう	Synthesize 60 time(s)	进行60次调合吧	進行60次調合
490003	調合を90回しよう	Synthesize 90 time(s)	进行90次调合吧	進行90次調合
490004	調合を120回しよう	Synthesize 120 time(s)	进行120次调合吧	進行120次調合
490005	調合を150回しよう	Synthesize 150 time(s)	进行150次调合吧	進行150次調合
490006	調合を180回しよう	Synthesize 180 time(s)	进行180次调合吧	進行180次調合
490007	調合を210回しよう	Synthesize 210 time(s)	进行210次调合吧	進行210次調合
490008	調合を240回しよう	Synthesize 240 time(s)	进行240次调合吧	進行240次調合
490009	調合を270回しよう	Synthesize 270 time(s)	进行270次调合吧	進行270次調合
490010	調合を300回しよう	Synthesize 300 time(s)	进行300次调合吧	進行300次調合
540001	調合を30回しよう	Synthesize 30 time(s)	进行30次调合吧	進行30次調合
540002	調合を60回しよう	Synthesize 60 time(s)	进行60次调合吧	進行60次調合
540003	調合を90回しよう	Synthesize 90 time(s)	进行90次调合吧	進行90次調合
540004	調合を120回しよう	Synthesize 120 time(s)	进行120次调合吧	進行120次調合
540005	調合を150回しよう	Synthesize 150 time(s)	进行150次调合吧	進行150次調合
540006	調合を180回しよう	Synthesize 180 time(s)	进行180次调合吧	進行180次調合
540007	調合を210回しよう	Synthesize 210 time(s)	进行210次调合吧	進行210次調合
540008	調合を240回しよう	Synthesize 240 time(s)	进行240次调合吧	進行240次調合
540009	調合を270回しよう	Synthesize 270 time(s)	进行270次调合吧	進行270次調合
540010	調合を300回しよう	Synthesize 300 time(s)	进行300次调合吧	進行300次調合
560001	火の塔の1階をクリアしよう	Clear Tower of Fire 1F	通关火之塔1F吧	通關火之塔1F
560002	火の塔の2階をクリアしよう	Clear Tower of Fire 2F	通关火之塔2F吧	通關火之塔2F
560003	火の塔の3階をクリアしよう	Clear Tower of Fire 3F	通关火之塔3F吧	通關火之塔3F
560004	火の塔の4階をクリアしよう	Clear Tower of Fire 4F	通关火之塔4F吧	通關火之塔4F
560005	火の塔の5階をクリアしよう	Clear Tower of Fire 5F	通关火之塔5F吧	通關火之塔5F
580001	斬の塔の1階をクリアしよう	Clear Tower of Slash 1F	通关斩击之塔1F吧	通關斬之塔1F
580002	斬の塔の2階をクリアしよう	Clear Tower of Slash 2F	通关斩击之塔2F吧	通關斬之塔2F
580003	斬の塔の3階をクリアしよう	Clear Tower of Slash 3F	通关斩击之塔3F吧	通關斬之塔3F
580004	斬の塔の4階をクリアしよう	Clear Tower of Slash 4F	通关斩击之塔4F吧	通關斬之塔4F
580005	斬の塔の5階をクリアしよう	Clear Tower of Slash 5F	通关斩击之塔5F吧	通關斬之塔5F
600001	渇きの中で咲く花たちEX3をクリアしよう	Clear Flowers That Bloom in a Drought - EX3	通关渴望中绽放之花EX3吧	通關在渴望中綻放的群花EX3
600002	スタミナを{}消費しよう	Use {} stamina	消耗{}点体力吧	消耗{}精力
600003	調合を{}回しよう	Synthesize {} time(s)	进行{}次调合吧	進行{}次調合
600004	スコアバトルを{}回クリアしよう	Clear {} Score Battles	完成{}次积分战斗吧	通關{}次積分戰
600005	チャレンジコイン[渇きの中で咲く花たち]を{}枚獲得しよう	Obtain {} Challenge Coins [Flowers That Bloom in a Drought]	获得{}枚挑战币[渴望中绽放之花]吧	獲得{}枚挑戰硬幣[在渴望中綻放的群花]
600006	武器を{}回調合しよう	Synthesize {} weapon(s)	调合{}个武器吧	調合{}個武器
600007	防具を{}回調合しよう	Synthesize {} piece(s) of armor	调合{}个防具吧	調合{}個防具
600008	装飾品を{}回調合しよう	Synthesize {} accessory item(s)	调合{}个装饰品吧	調合{}個裝飾品
600009	特性レベル合計が8以上の装備アイテムを{}個調合しよう	Synthesize {} piece(s) of equipment with a total trait level of 8 or more	调合{}个特性等级合计8以上的装备道具吧	調合{}個特性等級總計為8以上的裝備道具
600010	クラーレンを{}個調合しよう	Synthesize Klauen × {}	调合{}个金叶爪杖吧	調合{}個金葉爪杖
600011	サイレンススタイルを{}個調合しよう	Synthesize Silence Style × {}	调合{}个静谧风情吧	調合{}個沉默風情
600012	紫宝石の首飾りを{}個調合しよう	Synthesize Lilac Jewel Necklace × {}	调合{}个紫宝石项链吧	調合{}個紫寶石項鍊
600013	禁断の袋を{}個調合しよう	Synthesize Forbidden Pouch × {}	调合{}个禁忌锦囊吧	調合{}個禁忌的袋子
620001	ブラッドの実地調査EX３をクリアしよう	Clear Brad's Field Investigation - EX3	通关布莱德的实地调查EX3吧	通關布萊德的實地調查EX3
630001	調合を30回しよう	Synthesize 30 time(s)	进行30次调合吧	進行30次調合
630002	調合を60回しよう	Synthesize 60 time(s)	进行60次调合吧	進行60次調合
630003	調合を90回しよう	Synthesize 90 time(s)	进行90次调合吧	進行90次調合
630004	調合を120回しよう	Synthesize 120 time(s)	进行120次调合吧	進行120次調合
630005	調合を150回しよう	Synthesize 150 time(s)	进行150次调合吧	進行150次調合
630006	調合を180回しよう	Synthesize 180 time(s)	进行180次调合吧	進行180次調合
630007	調合を210回しよう	Synthesize 210 time(s)	进行210次调合吧	進行210次調合
630008	調合を240回しよう	Synthesize 240 time(s)	进行240次调合吧	進行240次調合
630009	調合を270回しよう	Synthesize 270 time(s)	进行270次调合吧	進行270次調合
630010	調合を300回しよう	Synthesize 300 time(s)	进行300次调合吧	進行300次調合
640001	武器を{}回調合しよう	Synthesize {} weapon(s)	调合{}个武器吧	調合{}個武器
640002	防具を{}回調合しよう	Synthesize {} piece(s) of armor	调合{}个防具吧	調合{}個防具
640003	装飾品を{}回調合しよう	Synthesize {} accessory item(s)	调合{}个装饰品吧	調合{}個裝飾品
640004	戦闘アイテム（弱体）を{}個調合しよう	Synthesize {} (Weaken) battle item(s)	调合{}个战斗道具（削弱）吧	調合{}個戰鬥道具（弱化）
640005	調合を{}回しよう	Synthesize {} time(s)	进行{}次调合吧	進行{}次調合
640006	スコアバトルを{}回クリアしよう	Clear {} Score Battles	完成{}次积分战斗吧	通關{}次積分戰
640007	ミッション期間中{}日ログインしよう	Log in for {} day(s) during the mission period	在任务期间内登录{}天吧	在任務的活動期間登入{}天
640008	スタミナを{}消費しよう	Use {} stamina	消耗{}点体力吧	消耗{}精力
640009	特性レベル合計が8以上の装備アイテムを{}個調合しよう	Synthesize {} piece(s) of equipment with a total trait level of 8 or more	调合{}个特性等级合计8以上的装备道具吧	調合{}個特性等級總計為8以上的裝備道具
640010	育成クエストを{}回クリアしよう			
640011	注文を{}回受け取ろう			
640012	戦闘アイテム（攻撃）を{}個調合しよう			
640013	戦闘アイテム（回復）を{}個調合しよう			
640014	戦闘アイテム（強化）を{}個調合しよう			
650001	風の塔の1階をクリアしよう	Clear Tower of Air 1F	通关风之塔1F吧	通關風之塔1F
650002	風の塔の2階をクリアしよう	Clear Tower of Air 2F	通关风之塔2F吧	通關風之塔2F
650003	風の塔の3階をクリアしよう	Clear Tower of Air 3F	通关风之塔3F吧	通關風之塔3F
650004	風の塔の4階をクリアしよう	Clear Tower of Air 4F	通关风之塔4F吧	通關風之塔4F
650005	風の塔の5階をクリアしよう	Clear Tower of Air 5F	通关风之塔5F吧	通關風之塔5F
680001	雷の塔の1階をクリアしよう			
680002	雷の塔の2階をクリアしよう			
680003	雷の塔の3階をクリアしよう			
680004	雷の塔の4階をクリアしよう			
680005	雷の塔の5階をクリアしよう			
694100	混沌と規律の邂逅EX3をクリアしよう	Clear Convergence of Chaos and Order - EX3	通关混沌和规则的邂逅EX3吧	通關混沌與規律的邂逅EX3
694101	スタミナを{}消費しよう	Use {} stamina	消耗{}点体力吧	消耗{}精力
694102	フレッシュミントを{}個入手しよう	Obtain Fresh Mint × {}	获得{}个清新薄荷吧	獲得{}個清新薄荷
694103	チャレンジコイン[混沌と規律の邂逅]を{}枚獲得しよう	Obtain {} Challenge Coins [Convergence of Chaos and Order]	获得{}枚挑战币[混沌和规则的邂逅]吧	獲得{}枚挑戰硬幣[混沌與規律的邂逅]
694104	石割りアックスを{}個調合しよう	Synthesize Rock Splitter × {}	调合{}个劈石之斧吧	調合{}個劈石之斧
694105	鱗のプレートを{}個調合しよう	Synthesize Scale Plate × {}	调合{}个龙鳞胸铠吧	調合{}個龍鱗胸鎧
694106	メルクリウスの瞳を{}個調合しよう	Synthesize Mercurius Eye × {}	调合{}个守护神之瞳吧	調合{}個守護神之瞳
694107	特性レベル合計が7以上のアイテムを{}個調合しよう	Synthesize {} item(s) with a total trait level of 7 or more	调合{}个特性等级合计7以上的道具吧	調合{}個特性等級總計為7以上的道具
694108	漆黒樹の原木を{}個入手しよう	Obtain Blacktree Lumber × {}	获得{}个漆黑树的原木吧	獲得{}個漆黑樹的原木
694109	ムカシヤシの実を{}個入手しよう	Obtain Coco Fruit × {}	获得{}个古早椰子吧	獲得{}個古早椰子
720001	キラキラセキララ星誕祭！ボスチャレンジをスコアランクSSでクリアしよう			
720002	寒凪のハルバードを{}個調合しよう			
720003	寒凪のドレスを{}個調合しよう			
720004	寒凪のネックレスを{}個調合しよう			
720005	特性レベル合計が7以上のアイテムを{}個調合しよう			
720006	調合を{}回しよう			
720008	キラキラセキララ星誕祭！CHARISMAをクリアしよう			
720009	温泉奪還作戦！ ～ととのいと癒しを求めて～LEGENDをクリアしよう			
720010	ユナ【Starry Beauty】をお迎えしよう			
720011	ユナ【Starry Beauty】の交流を5話までクリアしよう			
720012	ユナ【Starry Beauty】を編成して10回クエストをクリアしよう			
720013	ユナ【Starry Beauty】を編成して5回調合しよう			
720014	ユナ【Starry Beauty】を編成して10回調合しよう			
720015	【12/23 12:00まで】キラキラセキララ星誕祭！CHARISMAをクリアしよう			
730001	調合を30回しよう			
730002	調合を60回しよう			
730003	調合を90回しよう			
730004	調合を120回しよう			
730005	調合を150回しよう			
730006	調合を180回しよう			
730007	調合を210回しよう			
730008	調合を240回しよう			
730009	調合を270回しよう			
730010	調合を300回しよう			
740001	縁結ぶ者　星照らす道ボスチャレンジをスコアランクSSでクリアしよう			
740002	福徳招来の扇を{}個調合しよう			
740003	福徳招来の晴れ着を{}個調合しよう			
740004	福徳招来のかんざしを{}個調合しよう			
740005	バトルコイン[縁結ぶ者　星照らす道]を{}枚獲得しよう			
770001	クリセルダ【Ambitious Alchemist】をお迎えしよう			
770002	クリセルダ【Ambitious Alchemist】の交流を5話までクリアしよう			
770003	クリセルダ【Ambitious Alchemist】を編成して10回クエストをクリアしよう			
770004	クリセルダ【Ambitious Alchemist】を編成して5回調合しよう			
770005	クリセルダ【Ambitious Alchemist】を編成して10回調合しよう			
780001	ザスキア【Spring Wishes】をお迎えしよう			
780002	ザスキア【Spring Wishes】の交流を5話までクリアしよう			
780003	ザスキア【Spring Wishes】を編成して10回クエストをクリアしよう			
780004	ザスキア【Spring Wishes】を編成して5回調合しよう			
780005	ザスキア【Spring Wishes】を編成して10回調合しよう			
790001	ミッション期間中{}日ログインしよう			
790002	スコアバトルを{}回クリアしよう			
790003	育成クエストを{}回クリアしよう			
790004	スタミナを{}消費しよう			
790005	調合を{}回行おう			
800001	ミッション期間中に3日ログインしよう			
800002	戦闘アイテムを25回調合しよう			
800003	育成クエストに25回挑戦しよう			
800004	敵を250体倒そう			
800005	武器を25回調合しよう			
800006	スコアバトルに25回挑戦しよう			
800007	ミッション期間中に5日ログインしよう			
800008	防具を25回調合しよう			
800009	スタミナを1500消費しよう			
800010	敵を500体倒そう			
800011	装飾品を25回調合しよう			
800012	注文を10回受け取ろう			
800013	特性レベルの合計が6以上の戦闘アイテムを5個調合しよう			
800014	調合を200回しよう			
800015	スタミナを3000消費しよう			
810001	シア【One And Only】をお迎えしよう			
810002	シア【One And Only】を編成して10回クエストをクリアしよう			
810003	シア【One And Only】を編成して20回クエストをクリアしよう			
810004	シア【One And Only】を編成して5回調合しよう			
810005	シア【One And Only】を編成して10回調合しよう			
820001	ララ【Great Refinement】をお迎えしよう			
820002	ララ【Great Refinement】の交流を5話までクリアしよう			
820003	ララ【Great Refinement】を編成して10回クエストをクリアしよう			
820004	ララ【Great Refinement】を編成して5回調合しよう			
820005	ララ【Great Refinement】を編成して10回調合しよう			
830001	アンペル【Sweet Butler】をお迎えしよう			
830002	アンペル【Sweet Butler】を編成して10回クエストをクリアしよう			
830003	アンペル【Sweet Butler】を編成して20回クエストをクリアしよう			
830004	アンペル【Sweet Butler】を編成して5回調合しよう			
830005	アンペル【Sweet Butler】を編成して10回調合しよう			
850001	氷の塔の1階をクリアしよう			
850002	氷の塔の2階をクリアしよう			
850003	氷の塔の3階をクリアしよう			
850004	氷の塔の4階をクリアしよう			
850005	氷の塔の5階をクリアしよう			
870001	調合を{}回しよう			
870002	特性レベル合計が8以上の装備アイテムを{}個調合しよう			
870003	武器を{}個調合しよう			
870004	防具を{}個調合しよう			
870005	装飾品を{}個調合しよう			
870006	戦闘アイテム（攻撃）を{}個調合しよう			
870007	戦闘アイテム（弱体）を{}個調合しよう			
870008	戦闘アイテム（回復）を{}個調合しよう			
870009	戦闘アイテム（強化）を{}個調合しよう			
880001	フィリス【Twinning Ribbon】をお迎えしよう			
880002	フィリス【Twinning Ribbon】を編成して10回クエストをクリアしよう			
880003	フィリス【Twinning Ribbon】を編成して20回クエストをクリアしよう			
880004	フィリス【Twinning Ribbon】を編成して5回調合しよう			
880005	フィリス【Twinning Ribbon】を編成して10回調合しよう			
890001	親友と歩む未来ボスチャレンジをスコアランクSSでクリアしよう			
890002	鳥と陽の杖を{}個調合しよう			
890003	錬金外套を{}個調合しよう			
890004	獣のアロマを{}個調合しよう			
890005	バトルコイン[親友と歩む未来]を{}枚獲得しよう			
900001	イルメリア【Diligent Genius】をお迎えしよう			
900002	イルメリア【Diligent Genius】を編成して10回クエストをクリアしよう			
900003	イルメリア【Diligent Genius】を編成して20回クエストをクリアしよう			
900004	イルメリア【Diligent Genius】を編成して5回調合しよう			
900005	イルメリア【Diligent Genius】を編成して10回調合しよう			
910001	ライバルと競う未来ボスチャレンジをスコアランクSSでクリアしよう			
910002	アジュアケージを{}個調合しよう			
910003	旅人の服を{}個調合しよう			
910004	ハートイヤリングを{}個調合しよう			
910005	バトルコイン[ライバルと競う未来]を{}枚獲得しよう			
930001	調合を30回しよう			
930002	調合を60回しよう			
930003	調合を90回しよう			
930004	調合を120回しよう			
930005	調合を150回しよう			
930006	調合を180回しよう			
930007	調合を210回しよう			
930008	調合を240回しよう			
930009	調合を270回しよう			
930010	調合を300回しよう			
940001	プラフタ【Curious Theorist】をお迎えしよう			
940002	プラフタ【Curious Theorist】を編成して10回クエストをクリアしよう			
940003	プラフタ【Curious Theorist】を編成して20回クエストをクリアしよう			
940004	プラフタ【Curious Theorist】を編成して5回調合しよう			
940005	プラフタ【Curious Theorist】を編成して10回調合しよう			
950001	あなたと夢見るトクベツをクリアしよう			
950002	あなたと夢見るトクベツボスチャレンジをクリアしよう			
950003	あなたと夢見るトクベツボスチャレンジをスコアランクSSでクリアしよう			
950004	あなたと夢見るトクベツボスチャレンジをスコアランクSSでクリアしよう			
950005	プラフタ【Curious Theorist】をお迎えしよう			
950006	プラフタ【Curious Theorist】を☆3.5にしよう			
950007	「甘いぬくもりの中で」を獲得しよう			
950008	「甘いぬくもりの中で」を1段階解放しよう			
1011001	【2025/02/11 12:00更新】竜の涙は花と散るLEGEND CHALLENGEをクリアしよう			
1011002	竜の涙は花と散るLEGEND CHALLENGEをクリアしよう			
1011003	【毎日更新】ログインしよう			
1011004	【毎日更新】ログインしよう			
1011005	【毎日更新】ログインしよう			
1011006	【毎日更新】ログインしよう			
1011007	【毎日更新】ログインしよう			
1011008	【毎日更新】ログインしよう			
1011009	【毎日更新】ログインしよう			
1011010	【毎日更新】ログインしよう			
1011011	【毎日更新】ログインしよう			
1011012	【毎日更新】ログインしよう			
1011013	【毎日更新】ログインしよう			
1011014	【毎日更新】ログインしよう			
1011015	【毎日更新】ログインしよう			
1011016	【毎日更新】ログインしよう			
1011017	【毎日更新】ログインしよう			
1011018	【毎日更新】ログインしよう			
1011019	【毎日更新】ログインしよう			
1011020	【毎日更新】ログインしよう			
1011021	【毎日更新】ログインしよう			
1011022	【毎日更新】ログインしよう			
1011023	【毎日更新】ログインしよう			
1011024	【毎日更新】ログインしよう			
1011025	【毎日更新】ログインしよう			
1011026	【毎日更新】ログインしよう			
1011027	【毎日更新】ログインしよう			
1011028	【毎日更新】ログインしよう			
1011029	【毎日更新】ログインしよう			
1011030	【毎日更新】ログインしよう			
1020001	あなたと夢見るトクベツLEGEND CHALLENGEをクリアしよう			
4000001	決戦コインを10個手に入れよう	Obtain Challenge Coin × 10	获得10枚决战硬币吧	獲得10枚決戰硬幣
4000002	決戦コインを30個手に入れよう	Obtain Challenge Coin × 30	获得30枚决战硬币吧	獲得30枚決戰硬幣
4000003	決戦コインを50個手に入れよう	Obtain Challenge Coin × 50	获得50枚决战硬币吧	獲得50枚決戰硬幣
4000004	決戦コインを100個手に入れよう	Obtain Challenge Coin × 100	获得100枚决战硬币吧	獲得100枚決戰硬幣
4000005	決戦コインを200個手に入れよう	Obtain Challenge Coin × 200	获得200枚决战硬币吧	獲得200枚決戰硬幣
4000006	決戦コインを300個手に入れよう	Obtain Challenge Coin × 300	获得300枚决战硬币吧	獲得300枚決戰硬幣
4000007	決戦コインを500個手に入れよう	Obtain Challenge Coin × 500	获得500枚决战硬币吧	獲得500枚決戰硬幣
4000008	決戦コインを700個手に入れよう	Obtain Challenge Coin × 700	获得700枚决战硬币吧	獲得700枚決戰硬幣
4000009	決戦コインを1,000個手に入れよう	Obtain Challenge Coin × 1,000	获得1,000枚决战硬币吧	獲得1,000枚決戰硬幣
4000010	決戦コインを1,500個手に入れよう	Obtain Challenge Coin × 1,500	获得1,500枚决战硬币吧	獲得1,500枚決戰硬幣
4000011	決戦コインを2,000個手に入れよう	Obtain Challenge Coin × 2,000	获得2,000枚决战硬币吧	獲得2,000枚決戰硬幣
4000012	決戦コインを3,000個手に入れよう	Obtain Challenge Coin × 3,000	获得3,000枚决战硬币吧	獲得3,000枚決戰硬幣
4000013	決戦コインを4,000個手に入れよう	Obtain Challenge Coin × 4,000	获得4,000枚决战硬币吧	獲得4,000枚決戰硬幣
4000014	決戦コインを5,000個手に入れよう	Obtain Challenge Coin × 5,000	获得5,000枚决战硬币吧	獲得5,000枚決戰硬幣
4000015	決戦コインを7,000個手に入れよう	Obtain Challenge Coin × 7,000	获得7,000枚决战硬币吧	獲得7,000枚決戰硬幣
4000016	決戦コインを10,000個手に入れよう	Obtain Challenge Coin × 10,000	获得10,000枚决战硬币吧	獲得10,000枚決戰硬幣
4000017	決戦コインを15,000個手に入れよう	Obtain Challenge Coin × 15,000	获得15,000枚决战硬币吧	獲得15,000枚決戰硬幣
4000018	決戦コインを20,000個手に入れよう	Obtain Challenge Coin × 20,000	获得20,000枚决战硬币吧	獲得20,000枚決戰硬幣
4000019	決戦コインを25,000個手に入れよう	Obtain Challenge Coin × 25,000	获得25,000枚决战硬币吧	獲得25,000枚決戰硬幣
4000020	決戦コインを30,000個手に入れよう	Obtain Challenge Coin × 30,000	获得30,000枚决战硬币吧	獲得30,000枚決戰硬幣
4000021	メインストーリー1-17をクリアしよう	Clear Chapter 1-17 of the main story	通关主线故事1-17吧	通關主線故事1-17
4000022	メインストーリー1-28をクリアしよう	Clear Chapter 1-28 of the main story	通关主线故事1-28吧	通關主線故事1-28
4000023	メインストーリー1-35をクリアしよう	Clear Chapter 1-35 of the main story	通关主线故事1-35吧	通關主線故事1-35
4000024	メインストーリー1-52をクリアしよう	Clear Chapter 1-52 of the main story	通关主线故事1-52吧	通關主線故事1-52
4000025	メインストーリー1-63をクリアしよう	Clear Chapter 1-63 of the main story	通关主线故事1-63吧	通關主線故事1-63
4000026	メインストーリー1-69をクリアしよう	Clear Chapter 1-69 of the main story	通关主线故事1-69吧	通關主線故事1-69
4000027	メインストーリー2-4をクリアしよう	Clear Chapter 2-4 of the main story	通关主线故事2-4吧	通關主線故事2-4
4000028	メインストーリー2-10をクリアしよう	Clear Chapter 2-10 of the main story	通关主线故事2-10吧	通關主線故事2-10
4000029	メインストーリー2-14をクリアしよう	Clear Chapter 2-14 of the main story	通关主线故事2-14吧	通關主線故事2-14
4000030	メインストーリー2-21をクリアしよう	Clear Chapter 2-21 of the main story	通关主线故事2-21吧	通關主線故事2-21
4000031	メインストーリー2-29をクリアしよう	Clear Chapter 2-29 of the main story	通关主线故事2-29吧	通關主線故事2-29
4000032	メインストーリー2-44をクリアしよう	Clear Chapter 2-44 of the main story	通关主线故事2-44吧	通關主線故事2-44
4000033	メインストーリー2-48をクリアしよう	Clear Chapter 2-48 of the main story	通关主线故事2-48吧	通關主線故事2-48
4000034	メインストーリー2-51をクリアしよう	Clear Chapter 2-51 of the main story	通关主线故事2-51吧	通關主線故事2-51
4000035	メインストーリー2-59をクリアしよう	Clear Chapter 2-59 of the main story	通关主线故事2-59吧	通關主線故事2-59
4000036	メインストーリー2-63をクリアしよう	Clear Chapter 2-63 of the main story	通关主线故事2-63吧	通關主線故事2-63
4000037	メインストーリー2-74をクリアしよう	Clear Chapter 2-74 of the main story	通关主线故事2-74吧	通關主線故事2-74
4000038	メインストーリー3-4をクリアしよう	Clear Chapter 3-4 of the main story	通关主线故事3-4吧	通關主線故事3-4
4000039	メインストーリー3-7をクリアしよう	Clear Chapter 3-7 of the main story	通关主线故事3-7吧	通關主線故事3-7
4000040	メインストーリー3-11をクリアしよう	Clear Chapter 3-11 of the main story	通关主线故事3-11吧	通關主線故事3-11
4000041	メインストーリー3-18をクリアしよう	Clear Chapter 3-18 of the main story	通关主线故事3-18吧	通關主線故事3-18
4000042	メインストーリー3-19をクリアしよう	Clear Chapter 3-19 of the main story	通关主线故事3-19吧	通關主線故事3-19
4000043	メインストーリー3-27をクリアしよう	Clear Chapter 3-27 of the main story	通关主线故事3-27吧	通關主線故事3-27
4000044	メインストーリー3-32をクリアしよう	Clear Chapter 3-32 of the main story	通关主线故事3-32吧	通關主線故事3-32
4000045	メインストーリー3-35をクリアしよう	Clear Chapter 3-35 of the main story	通关主线故事3-35吧	通關主線故事3-35
4000046	メインストーリー3-45をクリアしよう	Clear Chapter 3-45 of the main story	通关主线故事3-45吧	通關主線故事3-45
4000047	メインストーリー3-46をクリアしよう	Clear Chapter 3-46 of the main story	通关主线故事3-46吧	通關主線故事3-46
4000048	メインストーリー3-55をクリアしよう	Clear Chapter 3-55 of the main story	通关主线故事3-55吧	通關主線故事3-55
4000049	メインストーリー1-25をクリアしよう	Clear Chapter 1-28 of the main story	通关主线故事1-28吧	通關主線故事1-28
4000050	メインストーリー1-60をクリアしよう	Clear Chapter 1-60 of the main story	通关主线故事1-60吧	通關主線故事1-60
4000051	メインストーリー1-69をクリアしよう	Clear Chapter 1-69 of the main story	通关主线故事1-69吧	通關主線故事1-69
4000052	メインストーリー2-10をクリアしよう	Clear Chapter 2-10 of the main story	通关主线故事2-10吧	通關主線故事2-10
4000053	メインストーリー2-29をクリアしよう	Clear Chapter 2-29 of the main story	通关主线故事2-29吧	通關主線故事2-29
4000054	メインストーリー2-44をクリアしよう	Clear Chapter 2-44 of the main story	通关主线故事2-44吧	通關主線故事2-44
4000055	メインストーリー2-59をクリアしよう	Clear Chapter 2-59 of the main story	通关主线故事2-59吧	通關主線故事2-59
4000056	メインストーリー2-74をクリアしよう	Clear Chapter 2-74 of the main story	通关主线故事2-74吧	通關主線故事2-74
4000057	メインストーリー3-4をクリアしよう	Clear Chapter 3-4 of the main story	通关主线故事3-4吧	通關主線故事3-4
4000058	メインストーリー3-19をクリアしよう	Clear Chapter 3-19 of the main story	通关主线故事3-19吧	通關主線故事3-19
4000059	メインストーリー3-35をクリアしよう	Clear Chapter 3-35 of the main story	通关主线故事3-35吧	通關主線故事3-35
4000060	メインストーリー3-42をクリアしよう	Clear Chapter 3-45 of the main story	通关主线故事3-45吧	通關主線故事3-45
4000061	メインストーリー3-55をクリアしよう	Clear Chapter 3-55 of the main story	通关主线故事3-55吧	通關主線故事3-55
4000062	メインストーリー4-7をクリアしよう	Clear Chapter 4-7 of the main story	通关主线故事4-7吧	通關主線故事4-7
4000063	メインストーリー4-20をクリアしよう	Clear Chapter 4-20 of the main story	通关主线故事4-20吧	通關主線故事4-20
4000064	メインストーリー4-44をクリアしよう	Clear Chapter 4-44 of the main story	通关主线故事4-44吧	通關主線故事4-44
4000065	メインストーリー4-50をクリアしよう	Clear Chapter 4-53 of the main story	通关主线故事4-53吧	通關主線故事4-53
4000066	メインストーリー4-58をクリアしよう	Clear Chapter 4-58 of the main story	通关主线故事4-58吧	通關主線故事4-58
4000067	メインストーリー1-20をクリアしよう	Clear Chapter 1-20 of the main story	通关主线故事1-20吧	通關主線故事1-20
4000068	メインストーリー1-36をクリアしよう	Clear Chapter 1-36 of the main story	通关主线故事1-36吧	通關主線故事1-36
4000069	メインストーリー1-52をクリアしよう	Clear Chapter 1-52 of the main story	通关主线故事1-52吧	通關主線故事1-52
4000070	メインストーリー2-1をクリアしよう	Clear Chapter 2-1 of the main story	通关主线故事2-1吧	通關主線故事2-1
4000071	メインストーリー2-14をクリアしよう	Clear Chapter 2-14 of the main story	通关主线故事2-14吧	通關主線故事2-14
4000072	メインストーリー2-25をクリアしよう	Clear Chapter 2-25 of the main story	通关主线故事2-25吧	通關主線故事2-25
4000073	メインストーリー2-31をクリアしよう	Clear Chapter 2-31 of the main story	通关主线故事2-31吧	通關主線故事2-31
4000074	メインストーリー3-1をクリアしよう	Clear Chapter 3-1 of the main story	通关主线故事3-1吧	通關主線故事3-1
4000075	メインストーリー3-19をクリアしよう	Clear Chapter 3-19 of the main story	通关主线故事3-19吧	通關主線故事3-19
4000076	メインストーリー3-35をクリアしよう	Clear Chapter 3-35 of the main story	通关主线故事3-35吧	通關主線故事3-35
4000077	メインストーリー4-1をクリアしよう	Clear Chapter 4-1 of the main story	通关主线故事4-1吧	通關主線故事4-1
4000078	メインストーリー4-5をクリアしよう	Clear Chapter 4-5 of the main story	通关主线故事4-5吧	通關主線故事4-5
4000079	メインストーリー4-10をクリアしよう	Clear Chapter 4-10 of the main story	通关主线故事4-10吧	通關主線故事4-10
4000080	メインストーリー5-1をクリアしよう	Clear Chapter 5-1 of the main story	通关主线故事5-1吧	通關主線故事5-1
4000081	メインストーリー5-47をクリアしよう	Clear Chapter 5-47 of the main story	通关主线故事5-47吧	通關主線故事5-47
4000082	メインストーリー6-1をクリアしよう	Clear Chapter 6-1 of the main story	通关主线故事6-1吧	通關主線故事6-1
4000083	ダンジョンを30回クリアしよう	Clear 30 Dungeons	通关30次迷宫吧	通關30次迷宮
4000084	ダンジョンを50回クリアしよう	Clear 50 Dungeons	通关50次迷宫吧	通關50次迷宮
4000085	ダンジョンを70回クリアしよう	Clear 70 Dungeons	通关70次迷宫吧	通關70次迷宮
4000086	ダンジョンを100回クリアしよう	Clear 100 Dungeons	通关100次迷宫吧	通關100次迷宮
4000087	スコアバトルを50回クリアしよう	Clear 50 Score Battles	通关50次积分战斗吧	通關50次積分戰
4000088	スコアバトルを100回クリアしよう	Clear 100 Score Battles	通关100次积分战斗吧	通關100次積分戰
4000089	スコアバトルを200回クリアしよう	Clear 200 Score Battles	通关200次积分战斗吧	通關200次積分戰
4000090	スコアバトルを300回クリアしよう	Clear 300 Score Battles	通关300次积分战斗吧	通關300次積分戰
4000091	調合を50回しよう	Synthesize 50 times	进行50次调合吧	進行50次調合
