id	name	name_en	name_zh-CN	name_zh-TW	description	description_en	description_zh-CN	description_zh-TW
244	決戦コイン	Challenge Coin	决战硬币	決戰硬幣	「忘却の賢者と秘密の楽園」交換所で使用できるアイテム。	"Exchange for items at the ""Sage of Oblivion & the Secret Paradise"" Exchange."	可以在“忘却的贤者与秘密的乐园”兑换所使用的道具。	可於「忘卻的賢者與秘密的樂園」兌換所使用的道具。
245	チョコクッキー	Chocolate Cookie	巧克力曲奇	巧克力餅乾	チョコを練りこみ美味しくなったクッキー。\nスタミナの回復に使用できる。\n※保存が利かないため、召し上がりはお早めに。	A delicious cookie embedded with chocolate bits. Can be used to recover stamina. Make sure to eat it before it goes stale!	加入了巧克力，口味更佳的饼干。\n可用于恢复体力。\n※保质期短，请尽快食用。	加入巧克力後變得很好吃的餅乾。\n可以用來回復精力。\n※保存期短，請盡快食用。
246	ヤギミルク	Goat's Milk	山羊奶	山羊奶	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
247	夢見の霧花	Dream Flower	梦境雾花	夢境霧花	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
248	森の賢人	Forest Sage	森林智草	森林智草	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
249	七煌原石	Rainbow Gemstone	七煌原石	七煌原石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
250	ゴールデンクラウン	Golden Crown	金色王冠	金色王冠	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
251	大王うに	Emperor Uni	大王海胆	大王海膽	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
252	イザナ新章追加記念ガチャチケット	New Izana Chapter Celebration Wish Ticket	伊札娜新章节追加纪念星愿券	伊札娜新章節追加紀念星願券	イザナ新章追加記念 LEGEND FESを1回引くことができるチケット。	A ticket that allows you to make a wish in the New Izana Chapter Celebration - LEGEND FES.	使用该券可以在“伊札娜新章节追加纪念 LEGEND FES”许下1次星愿。	可許下1次伊札娜新章節追加紀念 LEGEND FES星願的票券。
253	ホーテエルブ	Hortae Herb	美丽草	霍帖草	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
254	雷雲の隠れ家	Thundercloud Hideout	雷云藏身处	雷雲藏身處	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
255	甘露の枝	Nectar Branch	甘露树枝	甘露樹枝	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
256	常世の仙花	Eternal Blossom	永世仙花	常世仙花	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
257	青い花	Blue Flower	蓝色的花	藍色的花	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
258	ソンブルエルブ	Sombre Herb	暗之草	暗黑草	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
259	ニガゴケグサ	Bitter Grass	苦苔草	苦苔草	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
260	清香水	Pure Perfume	清香水	清香水	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
261	混濁水	Murky Water	浑浊水	混濁水	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
262	透き通る水	Clear Water	清澈水	澄澈水	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
263	ユグドールの湧水	Yugdore Water	优古多尔的涌水	優古多爾的湧水	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
264	甘美な樹液	Sweet Sap	甘甜树液	甜美樹液	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
265	原野の湧水	Wilderness Water	原野涌泉	原野湧泉	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
266	花香水	Flower Perfume	花香水	花香水	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
267	カゲイナゴ	Shadow Locust	影蝗虫	影蝗蟲	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
268	ルビー・パピヨン	Ruby Papillon	红宝石蝶	紅寶石蝶	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
269	毒トンボ	Poison Dragonfly	毒蜻蜓	毒蜻蜓	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
270	月光ホタル	Moonlight Firefly	月光萤火虫	月光螢火蟲	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
271	アメル	Amel	白化蛇	亞梅爾魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
272	カタ巻き貝	Swirly Shell	硬螺贝	硬螺貝	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
273	ミミクリー	Mimicry	拟态伪装	擬態魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
274	ルミナアメル	Luminous Amel	星光白化蛇	光輝亞梅爾魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
275	オニナキダケ	Honey Fungus	鬼哭菇	鬼哭菇	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
276	ニューズ	Nuse	针木果实	針木果實	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
277	濁った結晶	Muddied Crystal	浑浊结晶	混濁結晶	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
278	翡翠の煌水	Jade Water	翡翠煌水	翡翠煌水	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
279	色綿草	Colored Cotton Grass	色棉草	色錦草	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
280	宵闇草	Twilight Grass	宵暗草	宵闇草	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
281	グンセイゴケ	Clustered Moss	群栖苔	群生苔	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
282	フロートオクトパス	Floating Octopus	漂浮章鱼	漂浮大章魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
283	デルフィローズ	Delphi Rose	德尔福玫瑰	德爾福玫瑰	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
284	創生の逆さ石	Degenesis Stone	创生逆石	創生逆石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
285	ローズクリスタル	Rose Crystal	玫瑰水晶	玫瑰水晶	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
286	アークナイト	Arknite	方舟夜石	方舟夜石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
287	キュリオスアクア	Curious Aqua	神秘液体	珍奇之水	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
288	虹翼の欠片	Rainbow Wing Fragment	虹翼碎片	虹翼碎片	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
289	クリスマスガチャチケット	Christmas Wish Ticket	圣诞节星愿券	聖誕節星願券	クリスマス LEGEND FESを1回引くことができるチケット。	A ticket that allows you to make a wish in the Christmas - LEGEND FES.	使用该券可以在“圣诞节 LEGEND FES”许下1次星愿。	可許下1次聖誕節 LEGEND FES星願的票券。
290	挑戦券[星降る夜の贈りもの]	Challenge Ticket [Gifts on a Starry Night]	挑战券[繁星之夜的礼物]	挑戰券[繁星灑落之夜的贈禮]	イベント「星降る夜の贈りもの」に挑戦するために必要な券。	"Ticket required to participate in the ""Gifts on a Starry Night"" Event."	挑战“繁星之夜的礼物”活动所需的券。	挑戰活動「繁星灑落之夜的贈禮」所需的票券。
291	星夜の葡萄	Starry Night Grapes	星夜葡萄	星夜葡萄	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
292	星夜のシゾール	Starry Night Scissor	星夜鳌虾	星夜帽蟹	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
293	星夜の丹花	Starry Night Ixora	星夜丹花	星夜丹花	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
294	星夜の樹	Starry Night Tree	星夜树	星夜樹	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
295	星夜の琥珀	Starry Night Amber	星夜琥珀	星夜琥珀	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
296	星夜の白花	Starry Night White Flower	星夜白花	星夜白花	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
297	贈りものコイン	Gift Coin	礼物硬币	贈禮硬幣	「星降る夜の贈りもの」交換所で使用できるアイテム。	"Exchange for items at the ""Gifts on a Starry Night"" Exchange."	可以在“繁星之夜的礼物”兑换所使用的道具。	可於「繁星灑落之夜的贈禮」兌換所使用的道具。
298	HAPPY NEW YEARガチャチケット	HAPPY NEW YEAR Wish Ticket	新年快乐星愿券	新年快樂星願券	HAPPY NEW YEAR LEGEND FESを1回引くことができるチケット。	A ticket that allows you to make a wish in the HAPPY NEW YEAR - LEGEND FES.	使用该券可以在“新年快乐 LEGEND FES”许下1次星愿。	可許下1次新年快樂 LEGEND FES星願的票券。
299	初春の迎え竹	New Year Bamboo	初春迎新竹	新春竹飾	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
300	初春の果実	New Year Fruit	初春果实	新春果實	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
301	初春の長寿海老	New Year Shrimp	初春长寿虾	新春萬壽蝦	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
302	初春の若水	New Year Water	初春若水	新春初水	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
303	初春の清葉	New Year Leaves	初春清叶	新春清葉	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
304	初春の祝い魚	New Year Celebratory Fish	初春祝福鱼	新春吉祥魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
305	挑戦券[マリーの招福大作戦！]	Challenge Ticket [Marie's Fortune Frenzy!]	挑战券[玛莉的招福大作战！]	挑戰券[瑪莉的招福大作戰！]	イベント「マリーの招福大作戦！」に挑戦するために必要な券。	"Ticket required to participate in the ""Marie's Fortune Frenzy!"" Event."	挑战“玛莉的招福大作战！”活动所需的券。	挑戰活動「瑪莉的招福大作戰！」所需的票券。
306	新章記念 浪漫の果てにガチャチケット	New Chapter: At the Edge of Romance Wish Ticket	新章节纪念 在浪漫的尽头星愿券	新章節紀念 在浪漫的盡頭星願券	新章記念 浪漫の果てに LEGEND FESを1回引くことができるチケット。	A ticket that allows you to make a wish in the New Chapter: At the Edge of Romance - LEGEND FES.	使用该券可以在“新章节纪念 在浪漫的尽头 LEGEND FES”许下1次星愿。	可許下1次新章節紀念 在浪漫的盡頭 LEGEND FES星願的票券。
308	鏡餅コイン	Kagami Mochi Coin	镜饼硬币	鏡餅硬幣	「マリーの招福大作戦！」交換所で使用できるアイテム。	"Exchange for items at the ""Marie's Fortune Frenzy!"" Exchange."	可以在“玛莉的招福大作战！”兑换所使用的道具。	可於「瑪莉的招福大作戰！」兌換所使用的道具。
309	ゴールドぷに挑戦券	The Gold Puni Challenge Ticket	金噗尼挑战券	金噗尼挑戰券	イベント「ゴールドぷにチャレンジ」のEXチャレンジに挑戦するために必要な券。	"Ticket required to participate in the EX Challenge of ""The Gold Puni Challenge"" Event."	挑战“金噗尼挑战”活动的EX挑战所需的券。	挑戰活動「挑戰金噗尼」的EX挑戰所需的票券。
310	チョコクッキー	Chocolate Cookie	巧克力曲奇	巧克力餅乾	チョコを練りこみ美味しくなったクッキー。\nスタミナの回復に使用できる。\n※保存が利かないため、召し上がりはお早めに。	A delicious cookie embedded with chocolate bits. Can be used to recover stamina. Make sure to eat it before it goes stale!	加入了巧克力，口味更佳的饼干。\n可用于恢复体力。\n※保质期短，请尽快食用。	加入巧克力後變得很好吃的餅乾。\n可以用來回復精力。\n※保存期短，請盡快食用。
311	シャリーのアトリエガチャチケット	Atelier Shallie Wish Ticket	夏莉的炼金工房星愿券	夏莉的鍊金工房星願券	シャリーのアトリエ LEGEND FESを1回引くことができるチケット。	A ticket that allows you to make a wish in the Atelier Shallie - LEGEND FES.	使用该券可以在“夏莉的炼金工房 LEGEND FES”许下1次星愿。	可許下1次夏莉的鍊金工房 LEGEND FES星願的票券。
312	挑戦券[シャリーのアトリエ]	Challenge Ticket [Atelier Shallie]	挑战券[夏莉的炼金工房]	挑戰券[夏莉的鍊金工房]	イベント「二人のシャリーと母の願い」に挑戦するために必要な券。	"Ticket required to participate in the ""Two Shallies and a Mother's Wish"" Event."	挑战“两个夏莉与母亲的心愿”活动所需的券。	挑戰活動「兩個夏莉與母親的願望」所需的票券。
313	地下蜘蛛	Underground Spider	地下蜘蛛	地底蜘蛛	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
314	ライデンドラグーン	Raiden Dragonfly	雷电蜻蜓	雷電蜻蜓	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
315	ベビーメナス	Baby Menace	炼狱龙幼体	麥納斯幼體	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
316	イグルワーム	Iguru Worm	伊戈尔蠕虫	伊葛魯蟲	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
317	マインアント	Mine Ant	矿蚁	礦蟻	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
318	地下女王蜘蛛	Underground Spider Queen	地下女王蜘蛛	地底蜘蛛女王	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
319	ファントムバタフライ	Phantom Butterfly	魅影蝶	幻影蝶	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
320	水晶のかけら	Crystal Shard	水晶碎片	水晶碎片	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
321	フーレエルズ	Fuerels	风焦石	弗雷埃爾茲礦石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
322	紅い原石	Rouge Gemstone	赤红原石	赤紅原石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
323	蒼い原石	Blue Gemstone	苍蓝原石	蒼藍原石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
324	夢想石	Dream Stone	梦想石	夢想石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
325	眩い水晶のかけら	Dazzling Crystal Shard	闪耀水晶碎片	閃耀水晶碎片	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
326	虹色の水晶片	Rainbow Crystal	彩虹水晶片	七色水晶片	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
327	ソフレソース	Sofle Sauce	蓬松水	索伏雷液	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
328	地底水	Groundwater	地底水	地底水	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
329	療養水	Cure Water	疗养水	療養水	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
330	シュトロムヴァッサー	Stromwasser	电气水	暴風之水	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
331	フーレシュメーレ	Fureshumere	多须鲇	鮮活泥鰍	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
332	チークフィッシュ	Cheek Fish	鼓颊鱼	臉頰魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
333	リードフィッシュ	Reed Fish	利多鱼	領頭魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
334	幽暗魚	Gloomy Fish	幽暗鱼	幽暗魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
335	何かのぬけがら	Unknown Husk	不知名的空壳	不知名的空殼	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
336	とげとげの実	Spiky Fruit	尖刺果实	尖刺果實	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
337	何かのタマゴ	Unknown Egg	不知名的蛋	不知名的蛋	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
338	チャミーバブル	Chummy Bubbles	风火泡沫	迷人泡泡	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
339	青とげの実	Green Spiky Fruit	绿尖刺果实	綠色尖刺果實	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
340	純白の砂	Pure White Sand	纯白之沙	純白砂	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
341	金とげの実	Gold Spiky Fruit	金尖刺果实	金色尖刺果實	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
342	オーロラツリー	Aurora Tree	极光树	極光樹	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
343	クッキーコイン	Cookie Coin	曲奇硬币	餅乾硬幣	「週末！クッキーミッション」交換所で使用できるアイテム。	"Exchange for items at the ""Weekend! Cookie Missions"" Exchange."	可以在“周末！曲奇任务”兑换所使用的道具。	可於「週末！餅乾任務」兌換所使用的道具。
345	バトルコイン	Battle Coin	战斗硬币	戰鬥硬幣	「二人のシャリーと母の願い」交換所で使用できるアイテム。	"Exchange for items at the ""Two Shallies and a Mother's Wish"" Exchange."	可以在“两个夏莉与母亲的心愿”兑换所使用的道具。	可於「兩個夏莉與母親的願望」兌換所使用的道具。
346	鉱石かぼちゃ	Ore Pumpkin	矿石南瓜	礦石南瓜	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
347	百色貝の貝がら	Hundred Color Shell	百色贝的贝壳	百色貝的貝殼	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
348	おおがさ木イチゴ	Umbrella Tree Strawberry	大伞木莓	大傘木莓	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
349	絶滅寸前の薬草	Endangered Herb	濒临绝种的药草	瀕臨絕種的藥草	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
350	星核	Star Core	星核	星核	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
351	古ぼけた宝箱	Old Treasure Chest	陈旧的宝箱	陳舊的寶箱	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
352	ホワイトフライ	Whitefly	雪白飞虫	白色飛蟲	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
353	ヒョウセツカブト	Glacial Beetle	冰雪甲虫	冰雪甲蟲	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
354	アイスホッパー	Ice Hopper	寒气蝗虫	寒冰蚱蜢	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
355	スノーフレイク	Snowflake	飞雪瓢虫	霜雪碎片	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
356	パラサイト・モルグ	Parasite Isopod	寄生虫	寄生蟲‧死靈	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
357	アイシクルフライ	Icicle Fly	冰柱飞虫	冰柱飛蟲	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
358	ウォームマンティス	Warm Mantis	温暖螳螂	溫熱螳螂	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
359	エルテ	Erte	树枝	艾爾特	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
360	ブロンエクレトン	Bronekeleton	洁白光辉	白色光輝	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
361	薫木の皮	Incense Bark	熏木的树皮	薰木的樹皮	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
362	浄化の木片	Purification Block	净化木片	淨化木片	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
363	フリーズツリー	Frozen Tree	冰冻树干	冰結樹	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
364	ネージュエルテ	Neige Erte	积雪树枝	冰雪艾爾特	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
365	ジェルアルブル	Gel Arbre	寒霜枝桠	果凍樹	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
366	光る結晶	Shining Crystal	发光结晶	發光結晶	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
367	零氷石	Absolute Zero Stone	零冰石	零冰石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
368	ディアマント原石	Diamant Ore	钻石原石	鑽石原石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
369	透輝石	Diopside	透辉石	透輝石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
370	凍てつく水	Freezing Water	冻结水	冰結水	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
371	万年霧氷	Eternal Ice	万年雾冰	萬年霧冰	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
372	吹雪く水	Blizzard Water	暴风水	雪暴水	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
373	不凍のしずく	Antifreeze Drop	不冻水滴	不凍之露	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
374	泥だんご	Mud Ball	泥丸子	泥丸子	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
375	きまぐれいちご	Whimsy Strawberry	任性莓	隨興草莓	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
376	きふじんのこしかけ	Duchess Shroom	贵妇杌	貴婦椅	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
377	雪の女王	Snow Queen	雪之女王	雪之女王	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
378	灰だんご	Ash Ball	灰丸子	灰丸子	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
379	深碧きのこ	Marine Green Mushroom	深碧菌菇	深碧菌菇	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
380	金のだんご	Gold Ball	金丸子	金丸子	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
381	ハイリヒブルーメ	Heilige Blume	神圣花朵	神聖之花	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
382	赤の光玉Ⅳ	Glowing Red Orb IV	红色光玉IV	紅光玉IV	赤の力を多く秘めた玉。\nボードのパネル解放に使用できる。	An orb with a great deal of Red Power. Can be used to unlock board panels.	蕴含许多红之力的玉石。\n可用于解锁星图的面板。	蘊藏大量紅之力的玉。\n可以用來解鎖星圖的面板。
383	青の光玉Ⅳ	Glowing Blue Orb IV	蓝色光玉IV	藍光玉IV	青の力を多く秘めた玉。\nボードのパネル解放に使用できる。	An orb with a great deal of Blue Power. Can be used to unlock board panels.	蕴含许多蓝之力的玉石。\n可用于解锁星图的面板。	蘊藏大量青之力的玉。\n可以用來解鎖星圖的面板。
384	黄の光玉Ⅳ	Glowing Yellow Orb IV	黄色光玉IV	黃光玉IV	黄の力を多く秘めた玉。\nボードのパネル解放に使用できる。	An orb with a great deal of Yellow Power. Can be used to unlock board panels.	蕴含许多黄之力的玉石。\n可用于解锁星图的面板。	蘊藏大量黃之力的玉。\n可以用來解鎖星圖的面板。
385	緑の光玉Ⅳ	Glowing Green Orb IV	绿色光玉IV	綠光玉IV	緑の力を多く秘めた玉。\nボードのパネル解放に使用できる。	An orb with a great deal of Green Power. Can be used to unlock board panels.	蕴含许多绿之力的玉石。\n可用于解锁星图的面板。	蘊藏大量綠之力的玉。\n可以用來解鎖星圖的面板。
386	紫の光玉Ⅳ	Glowing Purple Orb IV	紫色光玉IV	紫光玉IV	紫の力を多く秘めた玉。\nボードのパネル解放に使用できる。	An orb with a great deal of Purple Power. Can be used to unlock board panels.	蕴含许多紫之力的玉石。\n可用于解锁星图的面板。	蘊藏大量紫之力的玉。\n可以用來解鎖星圖的面板。
387	新章記念 双璧の騎士ガチャチケット	New Chapter: Paragon Knights Wish Ticket	新章节纪念 双璧骑士星愿券	新章節紀念 雙璧之騎士星願券	新章記念 双璧の騎士 LEGEND FESを1回引くことができるチケット。	A ticket that allows you to make a wish in the New Chapter: Paragon Knights - LEGEND FES.	使用该券可以在“新章节纪念 双璧骑士 LEGEND FES”许下1次星愿。	可許下1次新章節紀念 雙璧之騎士 LEGEND FES星願的票券。
