id	name	name_en	name_zh-CN	name_zh-TW
393	不屈新入生のシュシュ	Resilient New Students' Scrunchie	不屈新生发圈	不屈新生髮圈
394	番長のメリケンサック	Boss's Knuckleduster	大姐头的拳刺	老大的指虎
395	番長の制服	Boss's Uniform	大姐头校服	老大的制服
396	番長のマスク	Boss's Mask	大姐头口罩	老大的面具
397	奮励努力の竹刀	Bamboo Sword of Endeavor	奋勇拼搏竹刀	勤奮努力的竹刀
398	奮励努力の防具	Armor of Endeavor	奋勇拼搏防具	勤奮努力的防具
399	奮励努力のスパイク	Spiked Shoes of Endeavor	奋勇拼搏钉鞋	勤奮努力的釘鞋
400	令嬢の槍	Young Lady's Spear	千金长枪	千金之槍
401	令嬢の制服	Young Lady's Uniform	千金校服	千金的制服
402	令嬢のソックス	Young Lady's Socks	千金袜子	千金的襪子
403	試作品うに袋	Prototype Uni Bag	试制海胆袋	試作品海膽袋
404	学生応援レッドゼリー	Student Support Red Jelly	学生应援红色果冻	援助學生紅色果凍
405	ギャルの杖	Gyaru Staff	辣妹之杖	辣妹之杖
406	ギャルの制服	Gyaru Uniform	辣妹校服	辣妹的制服
407	ギャルのバングル	Gyaru Bangle	辣妹手镯	辣妹的手環
408	学生応援大盛定食	Student Support Extra-Large Meal	学生应援大份套餐	援助學生大份套餐
409	魔物除けスプレー	Monster Repellent Spray	防魔物喷雾	驅除魔物噴罐
410	一意専心の巨大鉛筆	Giant Pencil of Dedication	一心一意巨大铅笔	一心一意的巨大鉛筆
411	一意専心の学ラン	Uniform of Dedication	一心一意立领校服	一心一意的立領制服
412	一意専心の消しゴム	Eraser of Dedication	一心一意橡皮	一心一意的橡皮擦
413	委員長の杖	Class President's Cane	班长的手杖	班長的手杖
414	試作品ルフト	Prototype Luft	试制品风精	試作品風精
415	委員長の制服	Class President's Uniform	班长的校服	班長的制服
416	学生応援ブルーゼリー	Student Support Energy Drink	学生应援蓝色果冻	援助學生藍色果凍
417	委員長のリボン	Class President's Ribbon	班长的蝴蝶结	班長的緞帶
418	高嶺の剣	Lofty Longsword	高岭之剑	高峰之劍
419	高嶺の制服	Lofty Uniform	高岭校服	高峰的制服
420	高嶺の手鏡	Lofty Pocket Mirror	高岭手镜	高峰的手鏡
421	学生応援健康定食	Student Support Balanced Meal	学生应援健康套餐	援助學生健康套餐
422	魔物集めトラップ	Monster Gathering Trap	魔物诱捕陷阱	蒐集魔物陷阱
423	清廉潔白の箒	Immaculate Broom	清廉洁白扫帚	正直清廉的掃把
424	清廉潔白のワイシャツ	Immaculate Dress Shirt	清廉洁白白衬衫	正直清廉的白襯衫
425	清廉潔白の雑巾	Immaculate Cloth	清廉洁白抹布	正直清廉的抹布
426	温もりの笛	Flute of Warmth	温暖之笛	溫暖的笛子
427	温もりの浴衣	Yukata of Warmth	温暖浴衣	溫暖的浴衣
428	温もりの下駄	Sandals of Warmth	温暖木屐	溫暖的木屐
429	寛ぎのうちわ	Fan of Relaxation	悠闲扇	舒適的扇子
430	寛ぎの浴衣	Yukata of Relaxation	悠闲浴衣	舒適的浴衣
431	寛ぎのハンドタオル	Hand Towel of Relaxation	悠闲小毛巾	舒適的手巾
432	ブレードナックル	Blade Knuckle	指虎匕首	指虎之刃
433	ブロンズメイル	Bronze Mail	青铜铠甲	青銅戰甲
434	フェーダクナイ	Feder Kunai	飞羽苦无	飛羽苦無
435	ヘルスシャツ	Vitality Shirt	健康衬衫	健康襯衫
436	鋭い鉄の杖	Pointed Iron Staff	尖锐铁杖	鋒銳鐵杖
437	一つ角のマスケラ	One Angle Mascara	独角的面具	獨角的面具
438	生命のバングル	Life Bangle	生命手镯	生命手環
439	因果の鎖	Chain of Karma	因果之锁	因果之鎖
440	テンペストギア	Tempest Gear	风暴齿轮	風暴齒輪
441	盗賊のバンダナ	Thief Bandana	盗贼的头巾	盜賊的頭巾
442	リアクトコート	Reactive Coat	反应外套	反應外套
443	魔除けの霧吹き	Sprayer Talisman	除魔喷雾	除魔噴霧
444	蛮勇の角笛	Barbaric Horn Whistle	蛮勇的角笛	蠻勇角笛
445	木の杖	Wooden Staff	木之杖	樹之杖
446	冒険用の服	Adventurer's Garb	冒险服	冒險專用的服裝
447	天空の護符	Celestial Talisman	天空护符	天空的護符
448	鋼の剣	Steel Sword	钢之剑	鋼之劍
449	白銀の鎧	Silver Armor	白银铠甲	白銀之鎧
450	太陽の首飾り	Sun Necklace	太阳项链	太陽項鍊
451	不退転の斧	Unyielding Axe	坚定不移之斧	不屈之斧
452	ナイトキュイラス	Knight's Cuirass	夜色铁甲	騎士鐵甲
453	ラウズバングル	Rousing Bangle	激励手镯	激勵手環
454	光焔の大剣	Lightflame Sword	光焰大剑	光焰大劍
455	ラジュリアベスト	Luxuria Vest	华丽背心	奢華背心
456	成就の指輪	Success Ring	许愿戒指	許願戒指
457	命札フリューエル	Wheel of Fortune Tarot	命牌昔日	命牌昔日
458	大自然の服	Natural Clothes	大自然之服	大自然的服裝
459	ファントムスカーフ	Phantom Scarf	魅影领巾	魅影領巾
460	エクサボム	Exa-Bomb	究极炸弹	究極炸彈
461	猛火の塗り薬	Inferno Ointment	猛火敷药	猛火敷藥
462	メディアの秘毒	Medea's Poison	美狄亚的秘毒	梅迪亞的秘毒
463	しびれ毒液	Numbing Venom	麻痹毒液	麻痺毒液
464	誓いの木槌	Vowed Hammer	誓约木槌	誓約木槌
465	誓いの白無垢	Vowed White Kimono	誓约日式婚礼服装	誓約白無垢
466	誓いの置物	Vowed Ornament	誓约摆件	誓約裝飾品
467	幸せのスリング	Sling of Happiness	幸福弹弓	幸福彈弓
468	幸せのドレス	Dress of Happiness	幸福礼服	幸福禮服
469	幸せのリング	Ring of Happiness	幸福戒指	幸福戒指
470	黒檀の杖	Ebony Staff	黑檀之杖	黑檀之杖
471	黒檀のプレート	Ebony Plate	黑檀胸铠	黑檀胸鎧
472	魂縛のチェイン	Soul Binder	缚魂锁链	縛魂鎖鏈
473	幻獣の太刀	Mythical Beast Sword	幻兽的太刀	幻獸的太刀
474	七糸のシャツ	Rainbow Shirt	七线衬衫	七線襯衫
475	不死鳥の腕輪	Phoenix Bracelet	不死鸟手环	不死鳥手環
476	グラスィエ	Glacie	冰棘之剑	冰河
477	渡り者の服	Vagabond's Clothing	旅者的服装	流浪者的服裝
478	クリアバングル	Clear Bangle	冷澈手镯	純淨手環
479	スパークダガー	Spark Dagger	火花短剑	電光短劍
480	レザーシャツ	Leather Shirt	皮革衬衫	皮革襯衫
481	精霊の力帯	Spirit Belt	精灵的力带	精靈的力帶
482	鳳凰の杖	Firebird Staff	凤凰之杖	鳳凰之杖
483	メタリカレザーメイル	Metal and Leather Mail	金属皮铠	金屬皮甲
484	マイスターミトン	Meister Mittens	大师连指手套	大師手套
485	氷結の塗り薬	Frozen Ointment	冻结敷药	凍結敷藥
486	帯電の塗り薬	Charged Ointment	带电敷药	帶電敷藥
487	ドナーシュテルン	Lightning Stern	电导之星	電導之星
488	エーテルインキ	Ether Ink	以太墨水	乙太墨水
489	カフトスクーパ	Kaftí Skoúpa	灼热拂帚	灼熱掃帚
490	クリオスクーパ	Krýa Skoúpa	冰冷拂帚	冰晶掃帚
491	シエラスクーバ	Thýella Skoúpa	暴风拂帚	暴風掃帚
492	アストゥラスクーバ	Astra Skoúpa	雷光拂帚	星芒掃帚
493	番いの剣	Paired Swords	双股剑	成對之劍
494	潰滅の戦棍	Mace of Devastation	溃灭战锤	潰滅戰棍
495	根絶の薙刀	Blade of Eradication	根绝薙刀	根絕薙刀
496	フローガスモキン	Flóga Smókin	火焰礼服	火焰無尾禮服
497	パゴニャスモキン	Pagoniá Smókin	极寒礼服	冰霜無尾禮服
498	キクロスモキン	Kykló Smókin	旋风礼服	旋風無尾禮服
499	ケラヴスモキン	Kerá Smókin	神雷礼服	神雷無尾禮服
500	ヒメルマンテ	Himmel Mantel	天空长袍	天空大衣
501	エーデマンテ	Erde Mantel	大地长袍	大地大衣
502	ウンヴェルマンテ	Unterwel Mantel	地底长袍	地底大衣
503	サンティテロン	Scinti Talon	赤辉翼履	焰光之翼
504	グラソテロン	Glaço Talon	冰柱翼履	冰柱之翼
505	シエルテロン	Ciel Talon	翠空翼履	蒼穹之翼
506	フードルテロン	Foudre Talon	闪电翼履	雷電之翼
507	テレールテロン	Tutél Talon	捍御翼履	守護之翼
508	ディアンテロン	Dien Talon	守护翼履	擁護之翼
509	アミレテロン	Amule Talon	护身翼履	護身之翼
510	潮騒のパラソル	Seaside Umbrella	涛声遮阳伞	海潮聲陽傘
511	潮騒の水着	Seaside Swimsuit	涛声泳装	海潮聲泳裝
512	潮騒の帽子	Seaside Hat	涛声帽子	海潮聲帽子
513	陽光の釣竿	Sunshine Fishing Rod	阳光钓竿	陽光釣竿
514	陽光の水着	Sunshine Swimsuit	阳光泳装	陽光泳裝
515	陽光のサンダル	Sunshine Sandals	阳光凉鞋	陽光涼鞋
516	盛夏のフィッシュソード	Midsummer Fish Sword	盛夏鱼剑	盛夏魚劍
517	盛夏の水着	Midsummer Swimsuit	盛夏泳装	盛夏泳裝
518	盛夏のシュノーケル	Midsummer Snorkel	盛夏呼吸管	盛夏浮潛裝備
519	羽伸ばしのこん棒	Carefree Bat	展翅棍	自在棍棒
520	羽伸ばしの水着	Carefree Swimsuit	展翅泳装	自在泳裝
521	羽伸ばしのゴーグル	Carefree Goggles	展翅目镜	自在蛙鏡
522	波打ち際のフルート	Shoreline Flute	海岸的长笛	海邊的長笛
523	波打ち際の水着	Shoreline Swimsuit	海岸的泳装	海邊的泳裝
524	波打ち際のサングラス	Shoreline Sunglasses	海岸的太阳眼镜	海邊的太陽眼鏡
525	海の家特製かき氷	Beach House Special Shaved Ice	海边小屋特制刨冰	海之家特製刨冰
526	海の家特製オイル	Beach House Special Oil	海边小屋特制油	海之家特製油
527	海の家特製焼きそば	Beach House Special Yakisoba	海边小屋特制炒面	海之家特製炒麵
528	海の家特製トラップ	Beach House Special Trap	海边小屋特制陷阱	海之家特製陷阱
529	月夜の双星	Moonlit Twin Stars	月夜的双星	月夜雙星
530	ファントムスーツ	Phantom Suit	魅影西装	幻影戰甲
531	韋駄天のブーツ	Idaten's Boots	韦驮天之靴	韋馱天之靴
532	氷柱扇	Icicle Fan	冰柱扇	冰柱扇
533	淡紫の鎧	Mauve Armor	淡紫铠甲	淡紫鎧甲
534	心眼のモノクル	Monocle of Insight	心眼单边眼镜	心眼單眼鏡
535	業火箒	Hellfire Broom	业火扫帚	業火帚
536	ヴァルキリーメイル	Valkyrie Mail	女武神链甲	女武神鏈甲
537	浄火の腕輪	Purifying Flame Bracelet	净火手环	淨火手環
538	護りのロッド	Guardian Rod	护身短杖	護身短杖
539	淡氷の鎧	Crystal Ice Armor	淡冰之铠	淡冰之鎧
540	共鳴の鈴	Resonance Bell	共鸣之铃	共鳴之鈴
541	焔の禁書	Forbidden Tome of Flames	火焰禁书	焰之禁書
542	ブレイズドレス	Blaze Dress	烈焰礼服	熾焰禮服
543	炎の髪留め	Flame Hairpin	火炎发簪	炎之髮夾
544	イバラの嘆息	Thorny Sigh	蔷薇叹息	荊棘的嘆息
545	エレガンハート	Elegant Heart	优雅之心	優雅之心
546	ラディアントコロネット	Radiant Coronet	光辉王冠	光耀王冠
547	フワットケーキ	Velvety Pancakes	蓬松的蛋糕	蓬鬆的蛋糕
548	クイーンズクレイブ	Queen's Craving	皇后的渴望	女王的渴望
552	エテルノ・フローガ	Eterno Flóga	不灭之火	永恆‧火焰
553	リヒトシュッツメイル	Lichtschutz Mail	光耀守护者之铠	炮手戰甲
554	リンクシンボル	Link Symbol	连结象征	協力象徵
555	テネブルエナジー	Ténèbres Energy	暗黑能量	暗黑能量
556	ムギトゥスプレート	Mugitus Plate	咆哮胸铠	移動胸鎧
557	シャドウウォーカー	Shadow Walkers	黑影行者	黑影行者
558	パステートドリーム	Pastete Dream	甜美派梦	捕夢杖
559	ミエルローブ	Miel Robe	甜蜜长袍	甜蜜外袍
560	星へのツバサ	Starbound Wings	星之翼	翔星之翼
561	クリスタルロッド	Crystal Rod	水晶之杖	羽晶短杖
562	アイシークストディア	Icy Custodia	庇护之袍	冰護披風
563	アンブロシアの花冠	Ambrosia Garland	仙灵花冠	仙靈花冠
564	古伝の大槌	Ancient Sledgehammer	古传大锤	古傳大錘
565	身軽な甲冑	Lightweight Armor	轻便甲胄	迅捷盔甲
566	キュートな肩当て	Cute Shoulder Guards	可爱肩甲	可愛護肩
567	ブキュリエ・ド・ロア	Bouclier du Roi	王之盾	王者之劍
568	アミュール・ルミエ	Armure Lumière	光之铠	愛光鎧甲
569	クロンヌ・ヴィクトリア	Couronne Victoire	胜利之冠	勝利王冠
570	号令のホイッスル	Whistle of Command	号令哨子	號令之哨
571	ブランクシチュー	Blank Stew	白色炖汤	白色燉湯
572	審判の鉄槌	Hammer of Judgment	审判铁锤	審判鐵錘
573	クルーガークローク	Kruger Cloak	聪慧大衣	睿智斗篷
574	アルケミストベルト	Alchemist's Belt	炼金术士腰带	鍊金術師腰帶
575	フルエンスフラマ	Fluens Flamma	流火炽翼枪	流炎魔杖
576	フラマエチュテラ	Flamma Etutela	炽翼上衣	流炎護衣
577	ヴィンクラティス	Vinculatis	桎梏腰带	火鏈皮帶
578	竜巻のとどめ	Tornado Finisher	龙卷终结	龍捲之弓
579	ウィンドシェイド	Wind Shade	风影	阻風套裝
580	リンクプロテクター	Link Protector	绑带护膝	吊帶膝甲
581	ヴィス・ナトゥラエ	Vis Naturae	自然之力	自然回力鏢
582	プエラヴィヴァクス	Puella Vivax	跃动少女	活力少女服
583	ヴィヴァクスの願い	Vivax's Wish	少女的祈愿	朝氣心願髮帶
584	クラーレン			
585	ナチュナリシュツ			
586	獣の護符			
587	叫びのハサミ			
588	サイレンススタイル			
589	紫宝石の首飾り			
590	禁断の袋			
591	プレーンワッフル			
592	石割りアックス			
593	鱗のプレート			
594	メルクリウスの瞳			
595	ノブレスランス			
596	エミナンスコート			
597	フィエールガント			
598	冥闇の杖			
599	寧静の服			
600	花占いの札			
601	インクイジターソード			
602	イージスジャケット			
603	オミノスバングル			
604	スペシャルミート			
605	シュメルツシュヴェールト			
606	旅のプレート			
607	献身のロケット			
608	嘆きの毒煙瓶			
609	寒凪のハルバード			
610	寒凪のドレス			
611	寒凪のネックレス			
612	シュレクリヒソード			
613	才華のコート			
614	ソヴァールリング			
615	フェアニヒターメテオール			
616	福徳招来の扇			
617	福徳招来の晴れ着			
618	福徳招来のかんざし			
619	薔薇の曲剣			
620	治者の衣			
621	ロイヤルハット			
622	ツァイトシュターブ			
623	リュクストワール			
624	ブレイブシール			
625	大巨人の鉄槌			
626	安らぎの灯火			
627	鳥と陽の杖			
628	錬金外套			
629	獣のアロマ			
630	アジュアケージ			
631	旅人の服			
632	ハートイヤリング			
