id	text	text_en	text_zh-CN	text_zh-TW
668591172	バーストパネル獲得時演出	Burst Panel Acquisition Animation	获得爆发面板动画	獲得爆發面板時動畫
1673761696	会話シーン画面比率調整	Modify Aspect Ratio for Talk Scenes	对话场景画面比例调整	調整對話場景的畫面比例
1135967825	※端末の画面比率が16:9より縦長の場合、ONにすると会話シーン中の画面が16:9に調整されます。\n　端末の画面比率によっては見切れが改善する場合があります。	- If the aspect ratio for your device's screen is wider than 16:9, turning this ON will change talk scenes to a 16:9 ratio.\nDepending on the ratio of your screen, this may resolve issues with the text or screen getting cut off.	※当设备的画面比例小于16:9时，设置为开启后，对话场景的画面将调整为16:9。\n　在部分画面比例的设备上，画面显示完整性可能得到改善。	※裝置的畫面比例比16:9更為窄長時，選擇ON即可將對話場景的畫面調整為16:9。\n根據裝置的畫面比例，有可能改善部分畫面遭到遮擋的情形。
1649501264	初期設定に戻す	Reset to Default	恢复初始设置	恢復初始設定
458487877	キャンセル	Cancel	取消	取消
247219462	保存	Save	保存	儲存
2016531726	※カフェでパイが焼きあがった時に通知します	You will receive a notification when your pie is ready at the Cafe.	※咖啡厅的派烤制完成时通知。	※當咖啡廳烤好派時會進行通知
1089774094	設定変更	Change Settings	更改设置	變更設定
1034961220	設定変更が完了しました	Your settings have been changed.	设置已更改。	設定變更完畢
1113418174	解放条件	Unlock Requirements	解锁条件	解鎖條件
1824474099	以下の条件を達成することにより、\nストーリーを解放できます	Fulfilling the following tasks will unlock more of the story.	达成下列条件\n可以解锁故事。	達成以下條件，\n即可解鎖故事。
1941488092	ストーリーの最新章を終了しました。新章の追加はアップデートをお待ちください。	You have completed the latest chapter of the story.	已完成故事最新章节。	故事最新章已結束。
446108662	MOVIE	MOVIE	MOVIE	MOVIE
1796096343	{0}階	{0}F	{0}F	{0}F
1976250233	タップで確認	Tap to confirm.	点击确认	點擊以確認
729618355	クリップボードにコピーしました。	Copied to the clipboard.	已复制到剪贴板。	已複製至剪貼簿。
32243812	自由記入欄編集	Edit Free Entry Fields	编辑自由输入框	編輯自由填寫欄位
192549304	名称入力	Input Name	输入名称	輸入名稱
489995893	全キャラ戦闘力	All Characters' Power	所有角色战斗力	所有角色戰鬥力
1074167425	通算ログイン	Total Logins	累计登录	總計登入
1379849591	ログイン	Login	登录	登入
1719353471	メールはありません	No mail.	暂无邮件	沒有信件
1893170151	あと<color=#e1d141>{0}</color>後に期限切れ	Will expire in <color=#e1d141>{0}</color>.	<color=#e1d141>{0}</color>后到期。	將於<color=#e1d141>{0}</color>後到期
1960313587	報酬獲得済みメールを一括で削除します。\nよろしいですか？	This will delete all messages whose rewards have been claimed.\nAre you sure you wish to continue?	是否一键删除已获得报酬的邮件？	確定要將已領取過報酬的信件\n全部刪除嗎？
936234335	中断していたバトルは、有効期間外となったため\n再開することができません。	In-progress battles are no longer valid and cannot be continued.	中断的战斗已不在有效期内，\n无法继续战斗。	先前中斷的戰鬥已超過有效期限，\n無法返回戰鬥。
247448881	アカウント削除	Delete Account	删除账号	刪除帳號
1194344493	アカウント削除を進めると、アカウントの削除予約が行われます。\n<b><color=#ff0000>アカウント削除日時：{0}</color></b>\n\n削除された後はこのアカウントでゲームをプレイできなくなり、アカウントに紐づく\n全てのデータについて復元は行えません。\n\n<b>削除予約のキャンセル方法</b>\n削除される前に削除予約されたアカウントで「アカウント引き継ぎ」を行うことで削除\n予約をキャンセルできますので、事前に「アカウント連携」を行うことを推奨します。	An account must be scheduled for deletion in order to be erased.\n<b><color=#ff0000>Account Deletion Date & Time: {0}</color></b>\n\nDeleted accounts will no longer be able to play the game, and any data related to the account cannot be recovered.\n\n<b>Canceling a Scheduled Deletion:</b>\nTransferring an account before it is scheduled to be deleted will cancel the deletion request. We recommend linking your account before doing so.	如果继续删除，将进行账号的删除预约。\n<b><color=#ff0000>删除账号时间：{0}</color></b>\n\n删除后无法使用该账号游玩游戏，\n与账号绑定的所有数据无法恢复。\n\n<b>取消删除预约的方法</b>\n在删除前对进行了删除预约的账号进行“账号继承”即可取消删除预约，\n因此推荐提前进行“账号绑定”。	若繼續刪除帳號步驟，將申請預約刪除帳號。\n<b><color=#ff0000>刪除帳號時間：{0}</color></b>\n\n刪除後，將無法以此帳號遊玩遊戲，\n並無法復原所有與帳號相關的資料。\n\n<b>取消預約刪除的方法</b>\n在刪除前，以預約刪除的帳號進行「帳號繼承」\n即可取消預約，建議事先進行「帳號連動」。
687666869	アカウント削除予約	Schedule Deletion	预约删除账号	預約刪除帳號
1858174275	ご利用中のアカウントを本当に削除しますか？	Are you certain you wish to delete your current account?	确定要删除使用中的账号吗？	真的要刪除正在使用的帳號嗎？
2092936400	削除する場合、以下の点にご注意ください	If you choose to delete your account, please be aware of the following:	删除账号时，请注意以下几点。	若要刪除，請注意以下幾點
323472508	・アカウントに紐づく全てのデータが削除されます\n・削除されたデータを元に戻すことはできません\n・他の端末からもログインできなくなります	- All data related to the account will be erased\n- Deleted data cannot be recovered\n- You will no longer be able to log in from another device	·与账号绑定的所有数据都会被删除\n·被删除的数据无法恢复\n·无法再从其他设备登录	‧將刪除與帳號相關的所有資料\n‧刪除的資料無法復原\n‧從其他裝置亦無法登入
1305009196	プレイヤー名を入力してください	Input your Player Name.	请输入玩家名	請輸入玩家名稱
1006052133	購入した商品をはじめ、アカウントに紐づくすべてのデータが\n利用できなくなります	You will no longer be able to use any data, including purchases, associated with your account.	购买的商品等一切与账号绑定的数据\n都无法再次使用。	包括購買的商品在內，\n與帳號相關的所有資料都將無法使用
1569507531	アカウント削除予約の実行	Account Scheduled for Deletion	开始预约删除账号	申請預約刪除帳號
1058453635	アカウント削除予約を実行します\nアカウント削除後はお問合せを頂いても復旧することはできません	Your account will be deleted as scheduled.\nPlease be aware that once deleted, your account cannot be restored even if you contact us.	开始预约删除账号，\n删除账号后即便咨询客服也无法恢复账号。	即將為您申請預約刪除帳號\n刪除帳號後，即使聯繫客服也無法復原
1303366388	アカウント削除予約が完了しました。\n<b><color=#ff0000>アカウント削除日時：{0}</color></b>	Your account has been scheduled for deletion.\n<b><color=#ff0000>Date of deletion: {0}</color></b>	已预约删除账号。\n<b><color=#ff0000>账号删除时间：{0}</color></b>	已完成刪除帳號的預約申請。\n<b><color=#ff0000>刪除帳號時間：{0}</color></b>
1341962519	削除予約をキャンセルされる場合、削除日時までに削除予約されたアカウントで\n「アカウント引き継ぎ」を実行してください。	If you would like to cancel an account deletion, please transfer your account before the scheduled date.	取消删除预约时，请在删除时间前对预约删除的账号\n进行“账号继承”。	如欲取消預約，請於刪除帳號時間前，\n以申請刪除的帳號進行「帳號繼承」。
1426661765	アカウント・プレイヤーデータ削除	Delete Account/Player Data	删除账号、玩家数据	刪除帳號、玩家資料
210473738	アカウント削除申請	Apply to Delete Account	申请删除账号	申請刪除帳號
321398694	プレイヤー名	Player Name	玩家名	玩家名稱
990435214	プレイヤー名を入力後、次へを押すことで同意内容の確認へ進みます。	Once you have input your Player Name, tap Next to continue and agree with the terms.	输入玩家名后，点击下一步前进至确认同意内容。	輸入玩家名稱後點擊「下一步」，可確認同意內容。
1215507860	「同意する」にチェックをいれてください	Please check Agree.	请勾选“同意”。	請勾選「同意」
1988682165	<color=#ff0000>アカウント削除日時：{0}</color>	<color=#ff0000>Date of Account Deletion: {0}</color>	<color=#ff0000>账号删除时间：{0}</color>	<color=#ff0000>刪除帳號時間：{0}</color>
1222931373	アカウント連携を行います。よろしいですか？	This will link your account. Would you like to continue?	确定要绑定账号吗？	確定要連動帳號嗎？
136645303	アカウント連携を行うことで、端末を紛失した場合に、\nデータを復旧してプレイすることが可能です。	Linking your account makes it possible to restore your data and continue playing should you lose access to your device.	绑定账号后，如果设备丢失，\n可以恢复数据继续游玩。	事先連動帳號，\n在遺失裝置時，便可以復原資料繼續遊玩。
2147156771	<b>※注意事項</b>\n異なるOSにアカウント引き継ぎをする場合、引き継ぎ前に所持していた有償星導石は、\n引き継がれず、引き継ぎ前のOSに残りますのでご注意ください。	<b>- Caution:</b>\nIf you are transferring your account to a different operating system, Paid Lodestar Gems will not be transferred to this new operating system, but will remain on the account's initial OS.	<b>※注意事项</b>\n请注意，若在不同OS上继承账号，继承前持有的付费星导石将无法被继承，\n会留在继承前的OS中。</color>	<b>※注意事項</b>\n在不同OS系統間繼承帳號時，原先持有的付費星導石無法被繼承，\n將留在繼承前的OS系統中，敬請多加注意。
1456704401	連携する	Link	绑定	連動
377111559	連携エラー	Link Error	绑定错误	連動錯誤
1397906050	ユーザー認証に失敗しました。	User certification has failed.	用户认证失败。	使用者驗證失敗。
1498254644	既に他のアカウントと連携しています。	This account has already been linked to another account.	已绑定其他账号。	已經與其他帳號連動。
1937795791	アカウント連携済み	Account Already Linked	已绑定账号	已帳號連動
1254019736	アカウント連携が完了しました。	Your account has been linked.	已完成账号绑定	已完成帳號連動
193501999	連携完了	Link Complete	绑定完成	連動完畢
434001415	アカウント連携解除済み	Account Already Unlinked	已解除账号绑定	已解除帳號連動
1484796127	連携解除失敗	Failed to Unlink Account	解除绑定失败	解除連動失敗
995643531	連携解除完了	Unlink Complete	已解除绑定	解除連動完畢
1426787368	既にこのアカウントは連携を解除しています。	Your account has already been unlinked.	已解除该账号的绑定	此帳號已解除連動
1204042236	アカウント連携解除に失敗しました。	Failed to unlink your account.	解除账号绑定失败	解除帳號連動失敗
727604436	アカウントの連携を解除しました。	Your account has been unlinked.	已解除账号绑定	已解除帳號連動
1251433258	認証に失敗しました。	Certification Failed	认证失败	驗證失敗
460889264	アカウント引き継ぎに失敗しました	Account Transfer Failed	继承账号失败	帳號繼承失敗
185157865	引き継ぎ完了	Transfer Complete	继承完成	繼承完畢
502484510	連携済みのアカウントが見つかりませんでした	The linked account could not be found.	未找到已绑定的账号	找不到已連動的帳號
1878654450	アカウントの引き継ぎが完了しました	Your account has been transferred.	已完成账号继承	已完成帳號繼承
112120014	連携を解除しますか？	Unlink this account?	是否解除绑定？	要解除連動嗎？
1269034159	連携解除	Unlink Account	解除绑定	解除連動
1084428695	アカウント連携を解除しますか？	Would you like to unlink this account?	是否解除账号绑定？	要解除帳號連動嗎？
1210490551	連携解除	Unlink Account	解除绑定	解除連動
562390022	既にこのアカウントは連携しています	This account has already been linked.	已绑定该账号	此帳號已連動
2039365622	※別のプレイヤーIDと連携を行う場合、現在のアカウント連携を解除する必要があります。	- If you would like to link another Player ID, you will need to unlink the current account.	※与其他玩家ID绑定时，需要先与现在的账号解除绑定。	※若要與其他玩家ID連動，必須解除目前的帳號連動。
1444343383	ログインしたGoogleアカウントは\nすでに以下のプレイヤーデータと連携済みです。	The following player data has already been linked to this Google account.	登录的Google账号\n已与下列玩家数据绑定。	您登入的Google帳號\n已與以下玩家資料連動。
1879473040	ログインしたAppleIDアカウントは\nすでに以下のプレイヤーデータと連携済みです。	The following player data has already been linked to this Apple ID.	登录的AppleID账号\n已与下列玩家数据绑定。	您登入的AppleID\n已與以下玩家資料連動。
1761225600	ストーリー用の追加データをダウンロードします。\nボイスを再生しますか？\n　　・<b>ボイスあり：<color=#ff2037>{0}</color></b>\n　　・<b>ボイスなし：<color=#ff2037>{1}</color></b>	Additional story data is being downloaded.\nWould you like to enable voices?\n- <b>Voices On: <color=#ff2037>{0}</color></b>\n- <b>Voices Off: <color=#ff2037>{1}</color></b>	即将下载故事追加数据。\n是否播放声音？\n　　·<b>有语音：<color=#ff2037>{0}</color></b>\n　　·<b>无语音：<color=#ff2037>{1}</color></b>	即將下載故事用的新增資料。\n要播放語音嗎？\n　　‧<b>有語音：<color=#ff2037>{0}</color></b>\n　　‧<b>無語音：<color=#ff2037>{1}</color></b>
330345129	ボイスあり	Voices On	有语音	有語音
841395573	ボイスなし	Voices Off	无语音	無語音
309448389	プレイヤー名が正しくありません	Player Name is not correct.	玩家名不正确	玩家名稱不正確
1973475080	ご利用中のアカウントを削除しますか？	Delete your current account?	是否删除使用中的账号？	要刪除正在使用的帳號嗎？
718273920	報酬未受取の一般メールがありません	No mail for unclaimed rewards.	暂无未领取报酬的普通邮件	沒有尚未領取報酬的一般信件
625092389	連携済み	Linked	已绑定	已連動
1114027487	未連携	Not Linked	未绑定	未連動
511424437	連携方法を選択してください	Select your link method.	请选择绑定方法。	請選擇連動方法。
1190870510	連携確認	Confirm Link	绑定确认	確認連動
474379507	Progress	Progress	Progress	Progress
1149902047	Player Name	Player Name	Player Name	Player Name
297747815	Favorite Party	Favorite Party	Favorite Party	Favorite Party
489766958	レシピ修得数	Recipes Learned	习得配方数量	習得配方數量
1914107698	連続再生	Autoplay	连续播放	連續播放
1213568662	カスタム設定	Custom Settings	自定义设置	自訂設定
2071961750	※一部の設定はゲームの再起動時や次の読み込み以降から反映されます。\n※ゲーム再起動時や次の読み込み以降に反映される設定に関しては、反映後にご確認ください。	- Some settings will not take effect until after the game is reset or at the next load screen.\n- Please confirm your settings have taken effect after the next time the game is reset or loaded.	※部分设置将在重启游戏或下次加载后生效。\n※重启游戏或下次加载后生效的设置请在生效后查看。	※部分設定變更將於重新啟動遊戲時或下次載入後生效。\n※重新啟動遊戲時或下次載入後生效的設定，請於生效後再行確認。
1034784904	※OFFにすると22:00-4:59の間はゲームからの通知が届かなくなります。\n※端末側の設定で通知をOFFにしている場合、夜間に限らず通知が届くことはありません。	- When turned OFF you will not receive notifications for this game from 22:00 to 04:59 device time.\n- If you have turned notifications OFF from your device settings, you will not receive notifications from the game regardless of the time.	※关闭后设备时间22:00~4:59之间游戏将不会弹出通知。\n※如果在设备的设置中关闭通知，则夜间以外的时间也不会弹出通知。	※若設為OFF，於裝置時間22:00～04:59將不會收到遊戲的通知。\n※若在裝置中將通知設定為OFF，則夜間以外的時間也不會收到通知。
1286226588	マナ上限到達時	Mana Full	玛那到达上限时	瑪那到達上限時
1858812986	AUTO中行動順表示	Turn Display During AUTO Mode	AUTO时显示行动顺序	顯示AUTO中行動順序
821973083	※ONにするとバーストスキルを除くAUTO中は常に行動順を表示します。	- When turned ON, turns will be displayed normally during AUTO mode aside from Burst Skills.	※开启后将在AUTO时固定显示行动顺序（爆发技能除外）。	※若設為ON，於AUTO模式下會固定顯示行動順序。（爆發技能除外）
1101086991	解放条件	Unlock Requirements	解锁条件	解鎖條件
1900015819	以下の条件を達成することにより、ストーリーを解放できます	Fulfilling the following tasks will unlock more of the story.	达成下列条件可以解锁故事。	達成以下條件，即可解鎖故事。
774999168	「{0}」クリア	"Clear ""{0}""."	通关“{0}”	通關「{0}」
2030658824	連携しようとしているApple IDは、\n既に別のデータと連携済みです。	The Apple ID you are attempting to link has already been linked to other data.	尝试绑定的Apple ID已经与其他数据绑定。	欲連動的Apple ID，\n已與其他資料連動。
1463027137	連携しようとしているGoogleアカウントは、\n既に別のデータと連携済みです。	The Google Account you are attempting to link has already been linked to other data.	尝试绑定的Google账号已经与其他数据绑定。	欲連動的Google帳號，\n已與其他資料連動。
324317071	キャンペーン中！	Campaign!	活动正在进行！	活動中！
1258080046	報酬の受取期限が切れています	These rewards have expired.	已超出报酬的领取期限。	已超過領取報酬的期限。
214371708	30	30	30	30
1907423551	60	60	60	60
379390196	開催中!	Ongoing!	正在进行！	開放中！
77877716	中断していたダンジョンは、有効期間外となったため\n再開することができません。	In-progress dungeon is no longer valid and cannot be resumed.	中断的迷宫已不在有效期内，\n无法继续战斗。	先前中斷的迷宮已超過有效期限，\n無法返回迷宮。
801719287	SNS投稿	Share on Social Media	SNS发布	社群網站投稿
1385401784	Coming soon	Coming soon	Coming soon	Coming soon
1365925795	所持数上限を超えるアイテムがあるため獲得できませんでした	Your inventory is too full to accept these items.	存在超出持有数量上限的道具，未能成功获得。	有道具的持有數量已達上限，無法獲得。
1321250483	メールの期限が切れています	This message has expired.	邮件已过期。	已超過信件的期限。
1081328138	常に「高」と表示されている場合、動作が安定しない場合があります。画質設定を見直してください。\n詳細についてはヘルプをご覧ください。	The game's performance may become unstable when this is set to High. Please check your Quality settings.\nFor further details, check the Help section.	如果长时间显示为“高”，可能会有运行不稳定的情况。请再次确认画质设置。\n详情请查阅帮助。	若時常顯示為「高」，可能會導致系統運作不穩定。請重新檢查畫質設定。\n詳情請參閱指南。
555586332	最後のイベントストーリーを終了しました。	You have completed the last event story.	已完成最后的活动故事。	最後的活動故事已結束。
849977759	最新のイベントストーリーを終了しました。続編の追加はアップデートをお待ち下さい。	You have completed the latest event story. Please look forward to an update for the continuation.	已完成最新的活动故事。请等待更新追加续篇。	最新的活動故事已結束。新增章節請靜待日後更新。
1894106980	{0}話	Episode {0}	第{0}话	第{0}話
1953410542	エンブレム獲得数	Emblems Earned:	获得徽章数	徽章獲得數量
1048002124	エンブレム	Emblems	徽章	徽章
29203099	所持効果	Emblem Effect	持有效果	持有效果
815540395	獲得方法	How to Earn	获得方法	獲得方法
1005692054	※同じエンブレムの効果は重複で適用されません。最も高い効果のものが適用されます。	Note: Effects of the same emblem do not stack. Only the highest effect applies.	※相同徽章的效果无法叠加，取最高值生效。	※相同徽章的效果無法重複適用。將自動適用效果最佳的徽章。
1955393754	エンブレム効果一覧	List of Emblem Effects	徽章效果一览	徽章效果一覽
400772993	未獲得のみ表示	Display Unearned Only	仅显示未获得	僅顯示未獲得的徽章
1039010095	獲得済みを表示	Display Earned	仅显示已获得	僅顯示已獲得的徽章
40833166	全て	All	所有	全部
448277047	以上のエンブレムを獲得しました	Earned the above Emblems.	已获得以上徽章。	已獲得以上徽章。
1713670916	エンブレム詳細	Emblem Details	徽章详情	徽章詳情
2031287866	エンブレムがありません	No Emblems found.	没有徽章。	沒有徽章
1309376528	エンブレム獲得	Emblem Earned	获得徽章	獲得徽章
223459773	現在獲得できません	Cannot currently be earned.	现在无法获得。	目前無法獲得。
2042942880	ホーム背景選択	Home Background Selection	主界面背景选择	選擇主頁背景
550745322	ストーリーシーン	Story Scenes	故事场景	故事場景
1728140904	メモリアルシーン	Memorial Scenes	回忆场景	回憶場景
693134501	ストーリー進行に\n合わせたホーム背景	Change based on\nstory progression	配合故事进展的\n主界面背景	配合故事進度的\n主頁背景。
906444105	以下の報酬は所持上限を超えるアイテムがあるため獲得できませんでした	The following rewards could not be obtained because some items exceeded the inventory limit.	下列报酬含有超出持有数量上限的道具，未能成功获得。	以下報酬有道具的持有數量已達上限，無法獲得。
1046359053	WAVE	WAVE	WAVE	WAVE
402933352	再戦	Rematch	再战	再次挑戰
612696179	バトル情報	Battle Info	战斗信息	戰鬥資訊
369660389	リタイア	Quit	退出	退出
330565837	行動できない	Unavailable	无法行动	無法行動
2131574945	残り%dターン	%d Turns Left	剩余%d回合	剩餘%d回合
801249884	初回	First Time	首次	首次
1617295853	消費SP量：	SP Consumed:	消耗SP量：	消耗SP量：
2034372588	+%dEXP	+%dEXP	+%dEXP	+%dEXP
990858188	バトルの中断データがあります。再開しますか？	Resume battle in progress?	存在战斗中断的数据。是否继续战斗？	有中斷的戰鬥資料，要繼續進行該戰鬥嗎？
2026397881	バトル再開	Resume Battle	继续战斗	繼續進行戰鬥
228098705	かばう	Protect	掩护	守護
1969112822	Resist	Resist	Resist	Resist
714378232	Weak	Weakness	Weak	Weak
1613251703	-	-	-	-
1658842129	ATTACK	ATTACK	ATTACK	ATTACK
755623819	リンク	Link	协力	協力
886200399	NORMAL	NORMAL	NORMAL	NORMAL
175088481	FULL	FULL	FULL	FULL
674680687	状態	Status	状态	狀態
126568209	耐性	Resistance	耐性	耐性
1623489345	状態変化	Status	状态变化	狀態變化
1043675691	種族	Type	种族	種族
1087449432	LINK	LINK	LINK	LINK
551631428	BATTLE	BATTLE	BATTLE	BATTLE
21807910	SS	SS	SS	SS
1730654156	S	S	S	S
1801527676	A	A	A	A
228036410	B	B	B	B
2056306608	C	C	C	C
939501205	ポーズ	Pause	暂停	暫停
1071037506	オプション	Options	选项	設定
2069124989	以下のポーズメニューから選択できます	Choose from the following options.	可以从以下暂停菜单中选择。	可從下列暫停選單選擇要執行的操作。
332737257	リタイア確認	Confirm Quit	退出确认	確認退出
677729264	戦闘をあきらめてリタイアしますか？	Quit and leave the battle in progress?	是否要放弃战斗并退出？	要放棄戰鬥並退出嗎？
1318321590	消費したスタミナは戻りません。	Consumed stamina will not be replenished.	消耗的体力将不会返还。	消耗的精力不會恢復。
1024218630	ホームへ	Home	返回主界面	返回主頁
830118501	もう一度戦う	Try Again	再次战斗	再次戰鬥
1552862036	クエスト選択へ	Quest Selection	前往选择挑战	返回挑戰選擇畫面
1676252079	SKILL1	SKILL 1	SKILL1	SKILL1
85933547	SKILL2	SKILL 2	SKILL2	SKILL2
157565660	BURST	BURST	BURST	BURST
1614581592	全体	All	全体	全體
532790054	回復	Recovery	恢复	回復
288166165	補助	Support	辅助	輔助
2094789947	ターン数	Turn Count	回合数	回合數
53153481	最大ダメージ	Highest Damage	最大伤害	傷害最大值
724862105	受けたダメージ	DMG Taken	所受伤害	所受傷害
845841059	戦闘不能人数	KO Count	无法战斗人数	無法戰鬥人數
422722219	次の目標スコア	Next Score Goal	下一个目标积分	下一個目標積分
424783608	装備効果	Equip. Effect	装备效果	裝備效果
397124383	キャラアビリティ	Character Abilities	角色能力	角色能力
2044202750	メモリアアビリティ	Memoria Abilities	回忆能力	回憶能力
1638822784	挑発状態のため、ターゲットを変更できません	Taunted characters cannot change targets.	挑衅状态下无法更改目标	處於挑釁狀態，無法變更目標。
1053935305	推奨属性	Rec. Attr.	推荐属性	推薦屬性
727607519	登場パネル	Appearing Panels	登场面板	登場面板
795049257	ヒント	Tips	提示	提示
1309179725	恩恵	Blessings	恩惠	恩惠
1348435934	フロア効果	Floor Effects	楼层效果	樓層效果
404899805	範囲	Range	范围	範圍
1110116025	SCORE	SCORE	SCORE	SCORE
1590240123	MISSION	MISSION	MISSION	MISSION
168674111	ダメージ	Damage	伤害	傷害
672947347	ブレイク	Stun	破防	破防
440318947	回復力	Recovery	恢复力	回復力
940174035	ウェイト	Wait	待机	待機
184422789	ACTION	ACTION	ACTION	ACTION
1457674852	状態変化はありません	No changes to status.	暂无状态变化	沒有狀態變化
198269595	装備効果はありません	No equipment effects.	暂无装备效果	沒有裝備效果
1200703393	1st	1st	1st	1st
560458213	2nd	2nd	2nd	2nd
1449187699	3rd	3rd	3rd	3rd
1845742785	{0}th	{0}th	{0}th	{0}th
897213158	残り	Left	剩余	剩餘
375886264	使用できない状態です	Currently unavailable.	目前无法使用	無法使用的狀態
966053156	消費した{0}は戻りません。	Any {0} consumed will not be replenished.	消耗的{0}将不会返还。	消耗的{0}不會恢復。
1477420927	スタミナは消費されず返還されます。	Stamina will be replenished without any being consumed.	体力将不会消耗并被返还。	將不會消耗精力並歸還。
789092329	{0}は消費されず返還されます。	{0} will be replenished without any being consumed.	{0}将不会消耗并被返还。	將不會消耗{0}並歸還。
1960217256	ITEM	ITEM	ITEM	ITEM
1486883695	獲得したアイテムはありません	No items obtained.	暂无获得的道具	沒有獲得的道具
1241397677	進行中のダンジョンもリタイアとなります	This will exit the current dungeon.	将退出探索中的迷宫。	將退出進行中的迷宮。
1056508219	進行中のダンジョンもリタイアとなります	This will exit the current dungeon.	将退出探索中的迷宫。	將退出進行中的迷宮。
593024648	無効	Immune	无效	無效
1576426370	状態異常耐性	Status Effect Resistance	异常状态耐性	異常狀態耐性
635822459	再挑戦	Start Over	重新挑战	重新挑戰
1628174668	TOTAL DAMAGE	TOTAL DAMAGE	TOTAL DAMAGE	TOTAL DAMAGE
641266612	BOSS	BOSS	BOSS	BOSS
1950851710	BREAK	STUN	破防	破防
1975261346	ITEM ACTION	ITEM ACTION	ITEM ACTION	ITEM ACTION
1972208743	MISS	MISS	MISS	MISS
2017659009	RESIST	RESIST	RESIST	RESIST
1571127424	WEAK	WEAK	WEAK	WEAK
1157338257	TURN	TURN	TURN	TURN
1144393440	▲	▲	▲	▲
2032989322	有効期間外	No Longer Valid	超出有效期	超過有效期間
2113466463	バトルの有効期間外となったため、ホーム画面に戻ります。	This battle is no longer valid. Returning to Home Screen.	已超出战斗有效期，将返回主界面。	已超過戰鬥的有效期間，將返回主頁畫面。
1371138900	※{0}は返還されますが、これまでに獲得した報酬、経験値は破棄されます	- {0} will be replenished, but you will lose any rewards or experience you have gained so far.	※将返还{0}，但会失去至今获得的报酬与经验值。	※將歸還{0}，但會捨棄目前為止獲得的報酬及經驗值。
1530513961	INVALID	INVALID	INVALID	INVALID
475733583	特殊ルール	Special Rules	特殊规则	特殊規則
1068731100	NEW RECORD	NEW RECORD	NEW RECORD	NEW RECORD
1581593460	BEST RECORD	BEST RECORD	BEST RECORD	BEST RECORD
1799644299	合計ダメージは記録されません	Total damage will not be recorded.	将不会记录总伤害。	未紀錄總傷害。
1122857732	カウント対象：味方か敵のターン経過	Count Target: Ally or Enemy Turns Passed	计数对象：我方或敌方回合结束	計算對象：我方或敵方的已過回合數
946196553	カウント対象：味方のターン経過	Count Target: Ally Turns Passed	计数对象：我方回合结束	計算對象：我方的已過回合數
343852980	カウント対象：敵のターン経過	Count Target: Enemy Turns Passed	计数对象：敌方回合结束	計算對象：敵方的已過回合數
992483982	フィールド効果	Field Effect	原野效果	原野效果
1375213070	バトルに再挑戦しますか？	Retry the battle?	是否再次挑战战斗？	要重新挑戰戰鬥嗎？
168774248	再挑戦の難易度を変更することができます	You can change the difficulty when retrying.	可变更重新挑战的战斗难度。	可變更重新挑戰的難度。
1574136721	・キャンセルすると設定を反映せずホームに戻ります	- Canceling will return you to the home screen without applying changes.	·若取消，则保持现有设置返回主界面。	‧取消後將不反映設定內容並返回主頁。
992331221	・難易度はオプションでいつでも変更することができます	- You can adjust the difficulty at any time in the options.	·可随时在选项中变更战斗难度。	‧難度可於設定隨時變更。
2021915422	現在の難易度【{0}】	Current Difficulty: {0}	当前难度为【{0}】	現在的難度【{0}】
1512010454	難易度を下げない	Do not lower the difficulty	不降低难度	不降低難度
1928287514	難易度を下げる	Lower the difficulty	降低难度	降低難度
140507978	※このバトルにのみ適応されます	Note: This setting will only apply to this battle.	※仅应用于本次战斗	※僅適用於此戰鬥。
1248321545	レンタルパーティでの挑戦			
2070204714	ボスチャレンジのクリアに適したキャラとメモリアをレンタルして\n挑戦することができます			
686165300	呼び出しに失敗した…			
1781131225	攻撃が届かない！			
1214676932	残り{0}体			
635668857	パーティ戦闘力	Total PWR	队伍战斗力	隊伍戰鬥力
753453638	パーティから外すことはできません。	Unable to remove from the party.	无法从队伍中移除。	無法從隊伍中移除。
1597538017	キャラが選択されていません	No character selected.	未选择角色。	尚未選擇角色
1812643560	編成	Lineup	编成	組隊
1614348286	育成	Training	育成	育成
9286956	装備	Equip.	装备	裝備
1649742469	ボード	Board	星图	星圖
1988843102	プロフ	Profile	介绍	人物簡介
1439398591	出撃	Battle	出击	出擊
621679150	高速採取	Swift Gather	高速采集	高速採集
1933984741	高速討伐	Swift Hunt	高速讨伐	高速討伐
421124631	アイテムを選択してください	Select item(s)	请选择道具。	請選擇道具
2044507056	本日の残り回数:	Remaining today:	今日剩余次数：	今日剩餘次數：
1780301135	※ 星導石が不足しています	- More Lodestar Gems needed	※星导石不足。	※ 星導石不足
580002348	星導石を消費して、ピースクエストの挑戦回数を回復できます	Recover your Piece Quest attempts by consuming Lodestar Gems.	可消耗星导石，恢复碎片挑战的挑战次数。	可透過消耗星導石來回復碎片挑戰的次數
1347690880	回復	Recover	恢复	回復
811597534	本日の回復回数は上限に達しました	Daily recovery limit reached.	今日恢复次数已达到上限。	已達今日的回復次數
184753565	ピース挑戦クエスト	Piece Quest	碎片挑战	碎片挑戰任務
285534849	お試しキャラの{0}を確認することはできません	Trial character {0} can't be checked.	无法查看试用角色的{0}。	無法查看試用角色的{0}
420626402	アイテム枠はメインストーリーを進行すると解放されます	Unlock item slots by progressing through the main story.	道具栏将通过推进主线故事解锁。	道具欄將隨著主線故事進度解鎖
